,popUpWidnow,SSLfinal_State,Request_URL,URL_of_Anchor,web_traffic,URL_Length,having_IP_Address,WebsiteType Legitimate,WebsiteType Phishy
281,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Phishy,Legitimate,Phishy,Phishy
282,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Phishy,Suspicious,Phishy,Phishy
283,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Suspicious,Phishy,Phishy
284,Suspicious,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,,Phishy
285,Suspicious,Legitimate,Legitimate,Suspicious,Legitimate,Phishy,Suspicious,,Phishy
286,Suspicious,Legitimate,Legitimate,Suspicious,Legitimate,Suspicious,Legitimate,,Phishy
287,Suspicious,Legitimate,Legitimate,Suspicious,Legitimate,Suspicious,Suspicious,,Phishy
288,Suspicious,Legitimate,Legitimate,Suspicious,Phishy,Legitimate,Suspicious,Phishy,
289,Suspicious,Legitimate,Legitimate,Suspicious,Phishy,Phishy,Legitimate,Phishy,
290,Suspicious,Legitimate,Legitimate,Suspicious,Phishy,Phishy,Suspicious,Phishy,
291,Suspicious,Legitimate,Legitimate,Suspicious,Phishy,Suspicious,Suspicious,Phishy,
292,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,Legitimate,Suspicious,Phishy,
293,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,Phishy,Legitimate,Phishy,Phishy
294,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,Suspicious,Legitimate,Phishy,
295,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,Suspicious,Suspicious,Phishy,Phishy
296,Suspicious,Legitimate,Phishy,Legitimate,Legitimate,Legitimate,Legitimate,Phishy,Legitimate
297,Suspicious,Legitimate,Phishy,Legitimate,Legitimate,Legitimate,Suspicious,Phishy,Phishy
298,Suspicious,Legitimate,Phishy,Legitimate,Legitimate,Phishy,Legitimate,,Phishy
299,Suspicious,Legitimate,Phishy,Legitimate,Legitimate,Phishy,Suspicious,,Phishy
300,Suspicious,Legitimate,Phishy,Legitimate,Legitimate,Suspicious,Suspicious,Phishy,Phishy
301,Suspicious,Legitimate,Phishy,Legitimate,Phishy,Legitimate,Legitimate,Phishy,
302,Suspicious,Legitimate,Phishy,Legitimate,Phishy,Legitimate,Suspicious,Phishy,
303,Suspicious,Legitimate,Phishy,Legitimate,Phishy,Phishy,Legitimate,Phishy,
304,Suspicious,Legitimate,Phishy,Legitimate,Phishy,Phishy,Suspicious,Phishy,
305,Suspicious,Legitimate,Phishy,Legitimate,Phishy,Suspicious,Legitimate,Phishy,
306,Suspicious,Legitimate,Phishy,Legitimate,Phishy,Suspicious,Suspicious,Phishy,
307,Suspicious,Legitimate,Phishy,Legitimate,Suspicious,Legitimate,Legitimate,Phishy,Legitimate
308,Suspicious,Legitimate,Phishy,Legitimate,Suspicious,Legitimate,Suspicious,Phishy,Phishy
309,Suspicious,Legitimate,Phishy,Legitimate,Suspicious,Phishy,Legitimate,Phishy,
310,Suspicious,Legitimate,Phishy,Legitimate,Suspicious,Phishy,Suspicious,Phishy,Phishy
311,Suspicious,Legitimate,Phishy,Legitimate,Suspicious,Suspicious,Legitimate,Phishy,
312,Suspicious,Legitimate,Phishy,Legitimate,Suspicious,Suspicious,Suspicious,Phishy,Phishy
313,Suspicious,Legitimate,Phishy,Phishy,Legitimate,Legitimate,Legitimate,,Suspicious
314,Suspicious,Legitimate,Phishy,Phishy,Legitimate,Legitimate,Suspicious,Phishy,Phishy
315,Suspicious,Legitimate,Phishy,Phishy,Legitimate,Phishy,Suspicious,Phishy,Legitimate
316,Suspicious,Legitimate,Phishy,Phishy,Legitimate,Suspicious,Legitimate,,Phishy
317,Suspicious,Legitimate,Phishy,Phishy,Legitimate,Suspicious,Suspicious,Phishy,Legitimate
318,Suspicious,Legitimate,Phishy,Phishy,Phishy,Legitimate,Legitimate,Suspicious,
319,Suspicious,Legitimate,Phishy,Phishy,Phishy,Legitimate,Suspicious,Suspicious,
320,Suspicious,Legitimate,Phishy,Phishy,Phishy,Phishy,Legitimate,Phishy,
321,Suspicious,Legitimate,Phishy,Phishy,Phishy,Phishy,Suspicious,Phishy,
322,Suspicious,Legitimate,Phishy,Phishy,Phishy,Suspicious,Legitimate,Phishy,
323,Suspicious,Legitimate,Phishy,Phishy,Phishy,Suspicious,Suspicious,Phishy,
324,Suspicious,Legitimate,Phishy,Phishy,Suspicious,Legitimate,Legitimate,Suspicious,
325,Suspicious,Legitimate,Phishy,Phishy,Suspicious,Legitimate,Suspicious,Suspicious,Suspicious
326,Suspicious,Legitimate,Phishy,Phishy,Suspicious,Phishy,Suspicious,Phishy,Legitimate
327,Suspicious,Legitimate,Phishy,Phishy,Suspicious,Suspicious,Legitimate,Phishy,
328,Suspicious,Legitimate,Phishy,Phishy,Suspicious,Suspicious,Suspicious,Phishy,Phishy
329,Suspicious,Legitimate,Phishy,Suspicious,Legitimate,Phishy,Suspicious,Legitimate,
330,Suspicious,Legitimate,Phishy,Suspicious,Legitimate,Suspicious,Suspicious,Legitimate,
331,Suspicious,Legitimate,Phishy,Suspicious,Phishy,Legitimate,Suspicious,Phishy,
332,Suspicious,Legitimate,Phishy,Suspicious,Phishy,Phishy,Suspicious,Legitimate,
333,Suspicious,Legitimate,Phishy,Suspicious,Suspicious,Phishy,Suspicious,Phishy,
334,Suspicious,Legitimate,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,,Legitimate
335,Suspicious,Legitimate,Suspicious,Legitimate,Phishy,Legitimate,Suspicious,Legitimate,
336,Suspicious,Legitimate,Suspicious,Legitimate,Phishy,Suspicious,Legitimate,Legitimate,
337,Suspicious,Legitimate,Suspicious,Legitimate,Suspicious,Legitimate,Suspicious,,Legitimate
338,Suspicious,Legitimate,Suspicious,Legitimate,Suspicious,Phishy,Suspicious,Legitimate,Legitimate
339,Suspicious,Legitimate,Suspicious,Phishy,Legitimate,Legitimate,Legitimate,,Phishy
340,Suspicious,Legitimate,Suspicious,Phishy,Legitimate,Legitimate,Suspicious,,Phishy
341,Suspicious,Legitimate,Suspicious,Phishy,Legitimate,Phishy,Legitimate,,Phishy
342,Suspicious,Legitimate,Suspicious,Phishy,Legitimate,Phishy,Suspicious,,Phishy
343,Suspicious,Legitimate,Suspicious,Phishy,Legitimate,Suspicious,Legitimate,,Phishy
344,Suspicious,Legitimate,Suspicious,Phishy,Legitimate,Suspicious,Suspicious,,Phishy
345,Suspicious,Legitimate,Suspicious,Phishy,Phishy,Legitimate,Suspicious,Phishy,
346,Suspicious,Legitimate,Suspicious,Phishy,Phishy,Phishy,Legitimate,Phishy,
347,Suspicious,Legitimate,Suspicious,Phishy,Phishy,Phishy,Suspicious,Phishy,
348,Suspicious,Legitimate,Suspicious,Phishy,Phishy,Suspicious,Suspicious,Phishy,
349,Suspicious,Legitimate,Suspicious,Phishy,Suspicious,Legitimate,Legitimate,Legitimate,
350,Suspicious,Legitimate,Suspicious,Phishy,Suspicious,Legitimate,Suspicious,Phishy,Phishy
351,Suspicious,Legitimate,Suspicious,Phishy,Suspicious,Phishy,Suspicious,Phishy,Phishy
352,Suspicious,Legitimate,Suspicious,Phishy,Suspicious,Suspicious,Suspicious,Phishy,Phishy
353,Suspicious,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,,Phishy
354,Suspicious,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate,Suspicious,,Phishy
355,Suspicious,Legitimate,Suspicious,Suspicious,Legitimate,Phishy,Suspicious,,Phishy
356,Suspicious,Legitimate,Suspicious,Suspicious,Legitimate,Suspicious,Suspicious,Phishy,
357,Suspicious,Legitimate,Suspicious,Suspicious,Phishy,Legitimate,Legitimate,Phishy,
358,Suspicious,Legitimate,Suspicious,Suspicious,Phishy,Legitimate,Suspicious,Phishy,
359,Suspicious,Legitimate,Suspicious,Suspicious,Phishy,Suspicious,Legitimate,Phishy,
360,Suspicious,Legitimate,Suspicious,Suspicious,Phishy,Suspicious,Suspicious,Phishy,
361,Suspicious,Legitimate,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate,Phishy,
362,Suspicious,Legitimate,Suspicious,Suspicious,Suspicious,Phishy,Suspicious,Phishy,
363,Suspicious,Legitimate,Suspicious,Suspicious,Suspicious,Suspicious,Legitimate,Phishy,
364,Suspicious,Legitimate,Suspicious,Suspicious,Suspicious,Suspicious,Suspicious,Phishy,Phishy
365,Suspicious,Phishy,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,,Phishy
366,Suspicious,Phishy,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,,Phishy
367,Suspicious,Phishy,Legitimate,Legitimate,Legitimate,Phishy,Suspicious,,Legitimate
368,Suspicious,Phishy,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishy,Phishy
369,Suspicious,Phishy,Legitimate,Legitimate,Phishy,Legitimate,Suspicious,Phishy,
370,Suspicious,Phishy,Legitimate,Legitimate,Phishy,Suspicious,Suspicious,Phishy,
371,Suspicious,Phishy,Legitimate,Legitimate,Suspicious,Legitimate,Suspicious,Phishy,Phishy
372,Suspicious,Phishy,Legitimate,Legitimate,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate
373,Suspicious,Phishy,Legitimate,Phishy,Legitimate,Phishy,Suspicious,,Legitimate
374,Suspicious,Phishy,Legitimate,Phishy,Phishy,Legitimate,Suspicious,Phishy,
375,Suspicious,Phishy,Legitimate,Phishy,Suspicious,Suspicious,Suspicious,,Phishy
376,Suspicious,Phishy,Legitimate,Suspicious,Legitimate,Phishy,Suspicious,Phishy,
377,Suspicious,Phishy,Phishy,Legitimate,Legitimate,Legitimate,Suspicious,,Suspicious
378,Suspicious,Phishy,Phishy,Legitimate,Legitimate,Phishy,Suspicious,Legitimate,Legitimate
379,Suspicious,Phishy,Phishy,Legitimate,Legitimate,Suspicious,Suspicious,Phishy,Legitimate
380,Suspicious,Phishy,Phishy,Legitimate,Phishy,Legitimate,Suspicious,Suspicious,
381,Suspicious,Phishy,Phishy,Legitimate,Phishy,Phishy,Suspicious,Legitimate,
382,Suspicious,Phishy,Phishy,Legitimate,Phishy,Suspicious,Suspicious,Phishy,
383,Suspicious,Phishy,Phishy,Legitimate,Suspicious,Legitimate,Suspicious,Suspicious,
384,Suspicious,Phishy,Phishy,Legitimate,Suspicious,Phishy,Suspicious,,Legitimate
385,Suspicious,Phishy,Phishy,Phishy,Legitimate,Legitimate,Legitimate,,Legitimate
386,Suspicious,Phishy,Phishy,Phishy,Legitimate,Legitimate,Suspicious,Phishy,
387,Suspicious,Phishy,Phishy,Phishy,Legitimate,Phishy,Suspicious,Legitimate,Legitimate
388,Suspicious,Phishy,Phishy,Phishy,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate
389,Suspicious,Phishy,Phishy,Phishy,Phishy,Legitimate,Suspicious,Phishy,
390,Suspicious,Phishy,Phishy,Phishy,Phishy,Phishy,Suspicious,Legitimate,
391,Suspicious,Phishy,Phishy,Phishy,Phishy,Suspicious,Suspicious,Legitimate,
392,Suspicious,Phishy,Phishy,Phishy,Suspicious,Legitimate,Suspicious,,Legitimate
393,Suspicious,Phishy,Phishy,Phishy,Suspicious,Phishy,Suspicious,Legitimate,Legitimate
394,Suspicious,Phishy,Phishy,Phishy,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate
395,Suspicious,Phishy,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,,Legitimate
396,Suspicious,Phishy,Suspicious,Legitimate,Legitimate,Phishy,Suspicious,,Legitimate
397,Suspicious,Phishy,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate
398,Suspicious,Phishy,Suspicious,Legitimate,Phishy,Phishy,Suspicious,Legitimate,
399,Suspicious,Phishy,Suspicious,Legitimate,Phishy,Suspicious,Suspicious,Legitimate,
400,Suspicious,Phishy,Suspicious,Legitimate,Suspicious,Legitimate,Legitimate,,Legitimate
401,Suspicious,Phishy,Suspicious,Legitimate,Suspicious,Phishy,Suspicious,,Legitimate
402,Suspicious,Phishy,Suspicious,Legitimate,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate
403,Suspicious,Phishy,Suspicious,Phishy,Legitimate,Legitimate,Suspicious,,Phishy
404,Suspicious,Phishy,Suspicious,Phishy,Legitimate,Phishy,Suspicious,,Legitimate
405,Suspicious,Phishy,Suspicious,Phishy,Legitimate,Suspicious,Suspicious,,Phishy
406,Suspicious,Phishy,Suspicious,Phishy,Phishy,Legitimate,Legitimate,Legitimate,
407,Suspicious,Phishy,Suspicious,Phishy,Phishy,Legitimate,Suspicious,Legitimate,
408,Suspicious,Phishy,Suspicious,Phishy,Phishy,Suspicious,Suspicious,Legitimate,
409,Suspicious,Phishy,Suspicious,Phishy,Suspicious,Legitimate,Legitimate,Legitimate,Phishy
410,Suspicious,Phishy,Suspicious,Phishy,Suspicious,Legitimate,Suspicious,Legitimate,Phishy
411,Suspicious,Phishy,Suspicious,Phishy,Suspicious,Suspicious,Suspicious,Legitimate,
412,Suspicious,Phishy,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,,Legitimate
413,Suspicious,Phishy,Suspicious,Suspicious,Legitimate,Legitimate,Suspicious,,Legitimate
414,Suspicious,Phishy,Suspicious,Suspicious,Legitimate,Phishy,Suspicious,Legitimate,Legitimate
415,Suspicious,Phishy,Suspicious,Suspicious,Legitimate,Suspicious,Suspicious,,Phishy
416,Suspicious,Phishy,Suspicious,Suspicious,Phishy,Suspicious,Suspicious,Legitimate,
417,Suspicious,Phishy,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate,,Legitimate
418,Suspicious,Phishy,Suspicious,Suspicious,Suspicious,Phishy,Suspicious,,Legitimate
419,Suspicious,Phishy,Suspicious,Suspicious,Suspicious,Suspicious,Suspicious,,Legitimate
420,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,,Phishy
421,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Phishy,Suspicious,,Phishy
422,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,,Phishy
423,Suspicious,Suspicious,Legitimate,Legitimate,Phishy,Legitimate,Suspicious,Phishy,
424,Suspicious,Suspicious,Legitimate,Legitimate,Phishy,Phishy,Suspicious,Phishy,
425,Suspicious,Suspicious,Legitimate,Legitimate,Phishy,Suspicious,Suspicious,Phishy,
426,Suspicious,Suspicious,Legitimate,Legitimate,Suspicious,Phishy,Suspicious,Phishy,
427,Suspicious,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,Suspicious,Phishy,
428,Suspicious,Suspicious,Legitimate,Phishy,Phishy,Suspicious,Suspicious,Phishy,
429,Suspicious,Suspicious,Legitimate,Phishy,Suspicious,Phishy,Suspicious,Legitimate,
430,Suspicious,Suspicious,Legitimate,Phishy,Suspicious,Suspicious,Suspicious,Phishy,
431,Suspicious,Suspicious,Phishy,Legitimate,Legitimate,Suspicious,Suspicious,,Phishy
432,Suspicious,Suspicious,Phishy,Legitimate,Phishy,Phishy,Legitimate,Phishy,
433,Suspicious,Suspicious,Phishy,Legitimate,Suspicious,Phishy,Suspicious,Legitimate,
434,Suspicious,Suspicious,Phishy,Phishy,Legitimate,Phishy,Suspicious,,Legitimate
435,Suspicious,Suspicious,Phishy,Phishy,Legitimate,Suspicious,Suspicious,,Legitimate
436,Suspicious,Suspicious,Phishy,Phishy,Phishy,Phishy,Suspicious,Suspicious,
437,Suspicious,Suspicious,Phishy,Phishy,Phishy,Suspicious,Suspicious,Legitimate,
438,Suspicious,Suspicious,Phishy,Phishy,Suspicious,Legitimate,Legitimate,,Legitimate
439,Suspicious,Suspicious,Phishy,Phishy,Suspicious,Phishy,Suspicious,Legitimate,Legitimate
440,Suspicious,Suspicious,Phishy,Phishy,Suspicious,Suspicious,Suspicious,Legitimate,Phishy
441,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate,Phishy,Suspicious,,Legitimate
442,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate,Suspicious,Suspicious,Legitimate,
443,Suspicious,Suspicious,Suspicious,Legitimate,Suspicious,Legitimate,Legitimate,,Legitimate
444,Suspicious,Suspicious,Suspicious,Legitimate,Suspicious,Phishy,Suspicious,Legitimate,
445,Suspicious,Suspicious,Suspicious,Legitimate,Suspicious,Suspicious,Suspicious,,Legitimate
446,Suspicious,Suspicious,Suspicious,Phishy,Legitimate,Phishy,Suspicious,Legitimate,Legitimate
447,Suspicious,Suspicious,Suspicious,Phishy,Legitimate,Suspicious,Suspicious,,Legitimate
448,Suspicious,Suspicious,Suspicious,Phishy,Phishy,Phishy,Suspicious,Suspicious,
449,Suspicious,Suspicious,Suspicious,Phishy,Phishy,Suspicious,Suspicious,Phishy,
450,Suspicious,Suspicious,Suspicious,Phishy,Suspicious,Phishy,Suspicious,Legitimate,Phishy
451,Suspicious,Suspicious,Suspicious,Phishy,Suspicious,Suspicious,Suspicious,Legitimate,Legitimate
452,Suspicious,Suspicious,Suspicious,Suspicious,Legitimate,Suspicious,Suspicious,,Suspicious
453,Suspicious,Suspicious,Suspicious,Suspicious,Phishy,Legitimate,Legitimate,Suspicious,
454,Suspicious,Suspicious,Suspicious,Suspicious,Phishy,Phishy,Suspicious,Suspicious,
455,Suspicious,Suspicious,Suspicious,Suspicious,Phishy,Suspicious,Suspicious,Suspicious,
456,Suspicious,Suspicious,Suspicious,Suspicious,Suspicious,Suspicious,Suspicious,Suspicious,
