,TypeofTravel,Class,Seatcomfort,DepartureArrivaltimeconvenient,Foodanddrink,Gatelocation,Baggagehandling,satisfaction Loyal Customer,satisfaction disloyal Customer
1786,Business travel,Eco,1,4,1,4,3,dissatisfied,dissatisfied
1787,Business travel,Eco,1,4,1,4,4,dissatisfied,dissatisfied
1788,Business travel,Eco,1,4,1,4,5,,dissatisfied
1789,Business travel,Eco,1,4,1,5,1,,dissatisfied
1790,Business travel,Eco,1,4,1,5,2,,dissatisfied
1791,Business travel,Eco,1,4,1,5,3,,dissatisfied
1792,Business travel,Eco,1,4,1,5,4,,dissatisfied
1793,Business travel,Eco,1,4,1,5,5,,dissatisfied
1794,Business travel,Eco,1,4,2,2,1,dissatisfied,
1795,Business travel,Eco,1,4,2,2,3,,dissatisfied
1796,Business travel,Eco,1,4,2,2,4,dissatisfied,
1797,Business travel,Eco,1,4,2,2,5,,dissatisfied
1798,Business travel,Eco,1,4,2,3,3,,dissatisfied
1799,Business travel,Eco,1,4,2,3,4,,dissatisfied
1800,Business travel,Eco,1,4,2,4,1,dissatisfied,
1801,Business travel,Eco,1,4,2,4,2,dissatisfied,
1802,Business travel,Eco,1,4,2,4,3,dissatisfied,
1803,Business travel,Eco,1,4,2,4,4,dissatisfied,dissatisfied
1804,Business travel,Eco,1,4,2,4,5,,dissatisfied
1805,Business travel,Eco,1,4,2,5,2,,dissatisfied
1806,Business travel,Eco,1,4,2,5,5,,dissatisfied
1807,Business travel,Eco,1,4,3,3,3,dissatisfied,
1808,Business travel,Eco,1,4,3,4,1,dissatisfied,
1809,Business travel,Eco,1,4,3,4,3,dissatisfied,
1810,Business travel,Eco,1,4,3,4,4,dissatisfied,
1811,Business travel,Eco,1,4,4,4,1,dissatisfied,
1812,Business travel,Eco,1,4,4,4,2,dissatisfied,
1813,Business travel,Eco,1,4,4,4,3,dissatisfied,
1814,Business travel,Eco,1,4,4,4,4,dissatisfied,
1815,Business travel,Eco,1,4,5,4,1,dissatisfied,
1816,Business travel,Eco,1,4,5,4,2,dissatisfied,
1817,Business travel,Eco,1,4,5,4,3,dissatisfied,
1818,Business travel,Eco,1,4,5,4,4,dissatisfied,
1819,Business travel,Eco,1,4,5,5,3,dissatisfied,
1820,Business travel,Eco,1,4,5,5,4,dissatisfied,
1821,Business travel,Eco,1,5,0,1,3,,dissatisfied
1822,Business travel,Eco,1,5,0,1,4,,dissatisfied
1823,Business travel,Eco,1,5,0,1,5,,dissatisfied
1824,Business travel,Eco,1,5,0,2,2,,dissatisfied
1825,Business travel,Eco,1,5,0,2,4,,dissatisfied
1826,Business travel,Eco,1,5,0,2,5,,dissatisfied
1827,Business travel,Eco,1,5,0,3,5,,dissatisfied
1828,Business travel,Eco,1,5,0,4,4,,dissatisfied
1829,Business travel,Eco,1,5,1,1,1,,dissatisfied
1830,Business travel,Eco,1,5,1,1,2,,dissatisfied
1831,Business travel,Eco,1,5,1,1,3,,dissatisfied
1832,Business travel,Eco,1,5,1,1,4,,dissatisfied
1833,Business travel,Eco,1,5,1,1,5,,dissatisfied
1834,Business travel,Eco,1,5,1,2,1,,dissatisfied
1835,Business travel,Eco,1,5,1,2,2,,dissatisfied
1836,Business travel,Eco,1,5,1,2,3,,dissatisfied
1837,Business travel,Eco,1,5,1,2,4,,dissatisfied
1838,Business travel,Eco,1,5,1,2,5,,dissatisfied
1839,Business travel,Eco,1,5,1,3,1,,dissatisfied
1840,Business travel,Eco,1,5,1,3,2,,dissatisfied
1841,Business travel,Eco,1,5,1,3,3,,dissatisfied
1842,Business travel,Eco,1,5,1,3,4,,dissatisfied
1843,Business travel,Eco,1,5,1,3,5,,dissatisfied
1844,Business travel,Eco,1,5,1,4,1,,dissatisfied
1845,Business travel,Eco,1,5,1,4,2,,dissatisfied
1846,Business travel,Eco,1,5,1,4,3,,dissatisfied
1847,Business travel,Eco,1,5,1,4,4,,dissatisfied
1848,Business travel,Eco,1,5,1,4,5,,dissatisfied
1849,Business travel,Eco,1,5,1,5,1,,dissatisfied
1850,Business travel,Eco,1,5,1,5,2,,dissatisfied
1851,Business travel,Eco,1,5,1,5,3,,dissatisfied
1852,Business travel,Eco,1,5,1,5,4,dissatisfied,dissatisfied
1853,Business travel,Eco,1,5,1,5,5,,dissatisfied
1854,Business travel,Eco,1,5,2,1,3,,dissatisfied
1855,Business travel,Eco,1,5,2,2,3,dissatisfied,
1856,Business travel,Eco,1,5,2,2,4,dissatisfied,dissatisfied
1857,Business travel,Eco,1,5,2,3,1,,dissatisfied
1858,Business travel,Eco,1,5,2,3,4,,dissatisfied
1859,Business travel,Eco,1,5,2,3,5,,dissatisfied
1860,Business travel,Eco,1,5,2,4,2,,dissatisfied
1861,Business travel,Eco,1,5,2,4,5,,dissatisfied
1862,Business travel,Eco,1,5,2,5,1,dissatisfied,
1863,Business travel,Eco,1,5,2,5,2,dissatisfied,
1864,Business travel,Eco,1,5,2,5,3,dissatisfied,
1865,Business travel,Eco,1,5,2,5,4,dissatisfied,
1866,Business travel,Eco,1,5,3,3,1,dissatisfied,
1867,Business travel,Eco,1,5,3,5,1,dissatisfied,
1868,Business travel,Eco,1,5,3,5,2,dissatisfied,
1869,Business travel,Eco,1,5,3,5,3,dissatisfied,
1870,Business travel,Eco,1,5,3,5,4,dissatisfied,
1871,Business travel,Eco,1,5,4,4,1,dissatisfied,
1872,Business travel,Eco,1,5,4,4,4,dissatisfied,
1873,Business travel,Eco,1,5,4,5,1,dissatisfied,
1874,Business travel,Eco,1,5,4,5,3,dissatisfied,
1875,Business travel,Eco,1,5,4,5,4,dissatisfied,
1876,Business travel,Eco,1,5,5,5,1,dissatisfied,
1877,Business travel,Eco,1,5,5,5,2,dissatisfied,
1878,Business travel,Eco,1,5,5,5,3,dissatisfied,
1879,Business travel,Eco,1,5,5,5,4,dissatisfied,
1880,Business travel,Eco,2,0,1,1,1,,dissatisfied
1881,Business travel,Eco,2,0,1,1,2,,dissatisfied
1882,Business travel,Eco,2,0,1,1,3,,dissatisfied
1883,Business travel,Eco,2,0,1,1,4,,dissatisfied
1884,Business travel,Eco,2,0,1,1,5,,dissatisfied
1885,Business travel,Eco,2,0,1,2,2,,dissatisfied
1886,Business travel,Eco,2,0,1,2,3,,dissatisfied
1887,Business travel,Eco,2,0,1,2,4,,dissatisfied
1888,Business travel,Eco,2,0,1,2,5,,dissatisfied
1889,Business travel,Eco,2,0,1,3,2,,dissatisfied
1890,Business travel,Eco,2,0,1,3,4,,dissatisfied
1891,Business travel,Eco,2,0,1,3,5,,dissatisfied
1892,Business travel,Eco,2,0,1,4,1,,dissatisfied
1893,Business travel,Eco,2,0,1,4,2,,dissatisfied
1894,Business travel,Eco,2,0,1,4,3,,dissatisfied
1895,Business travel,Eco,2,0,1,4,4,,dissatisfied
1896,Business travel,Eco,2,0,1,4,5,,dissatisfied
1897,Business travel,Eco,2,0,1,5,1,,dissatisfied
1898,Business travel,Eco,2,0,1,5,3,,dissatisfied
1899,Business travel,Eco,2,0,1,5,4,,dissatisfied
1900,Business travel,Eco,2,0,1,5,5,,dissatisfied
1901,Business travel,Eco,2,0,2,1,1,,dissatisfied
1902,Business travel,Eco,2,0,2,1,2,,dissatisfied
1903,Business travel,Eco,2,0,2,1,3,,dissatisfied
1904,Business travel,Eco,2,0,2,1,4,,dissatisfied
1905,Business travel,Eco,2,0,2,1,5,,dissatisfied
1906,Business travel,Eco,2,0,2,2,1,,dissatisfied
1907,Business travel,Eco,2,0,2,2,2,,dissatisfied
1908,Business travel,Eco,2,0,2,2,3,,dissatisfied
1909,Business travel,Eco,2,0,2,2,4,,dissatisfied
1910,Business travel,Eco,2,0,2,2,5,,dissatisfied
1911,Business travel,Eco,2,0,2,3,1,,dissatisfied
1912,Business travel,Eco,2,0,2,3,2,,dissatisfied
1913,Business travel,Eco,2,0,2,3,3,,dissatisfied
1914,Business travel,Eco,2,0,2,3,4,,dissatisfied
1915,Business travel,Eco,2,0,2,3,5,,dissatisfied
1916,Business travel,Eco,2,0,2,4,1,,dissatisfied
1917,Business travel,Eco,2,0,2,4,2,,dissatisfied
1918,Business travel,Eco,2,0,2,4,3,,dissatisfied
1919,Business travel,Eco,2,0,2,4,4,,dissatisfied
1920,Business travel,Eco,2,0,2,4,5,,dissatisfied
1921,Business travel,Eco,2,0,2,5,1,,dissatisfied
1922,Business travel,Eco,2,0,2,5,2,,dissatisfied
1923,Business travel,Eco,2,0,2,5,3,,dissatisfied
1924,Business travel,Eco,2,0,2,5,4,,dissatisfied
1925,Business travel,Eco,2,0,2,5,5,,dissatisfied
1926,Business travel,Eco,2,0,3,1,3,,dissatisfied
1927,Business travel,Eco,2,0,3,1,4,,dissatisfied
1928,Business travel,Eco,2,0,3,2,1,,dissatisfied
1929,Business travel,Eco,2,0,3,2,3,,dissatisfied
1930,Business travel,Eco,2,0,3,2,4,,dissatisfied
1931,Business travel,Eco,2,0,3,2,5,,dissatisfied
1932,Business travel,Eco,2,0,3,3,1,,dissatisfied
1933,Business travel,Eco,2,0,3,3,2,,dissatisfied
1934,Business travel,Eco,2,0,3,3,3,,dissatisfied
1935,Business travel,Eco,2,0,3,3,4,,dissatisfied
1936,Business travel,Eco,2,0,3,3,5,,dissatisfied
1937,Business travel,Eco,2,0,3,4,1,,dissatisfied
1938,Business travel,Eco,2,0,3,4,2,,dissatisfied
1939,Business travel,Eco,2,0,3,4,4,,dissatisfied
1940,Business travel,Eco,2,0,3,4,5,,dissatisfied
1941,Business travel,Eco,2,0,3,5,3,,dissatisfied
1942,Business travel,Eco,2,0,3,5,4,,dissatisfied
1943,Business travel,Eco,2,0,3,5,5,,dissatisfied
1944,Business travel,Eco,2,1,1,1,1,dissatisfied,dissatisfied
1945,Business travel,Eco,2,1,1,1,2,dissatisfied,dissatisfied
1946,Business travel,Eco,2,1,1,1,3,dissatisfied,dissatisfied
1947,Business travel,Eco,2,1,1,1,4,satisfied,dissatisfied
1948,Business travel,Eco,2,1,1,1,5,satisfied,dissatisfied
1949,Business travel,Eco,2,1,1,2,1,,dissatisfied
1950,Business travel,Eco,2,1,1,2,2,,dissatisfied
1951,Business travel,Eco,2,1,1,2,3,,dissatisfied
1952,Business travel,Eco,2,1,1,2,4,,dissatisfied
1953,Business travel,Eco,2,1,1,2,5,,dissatisfied
1954,Business travel,Eco,2,1,1,3,1,,dissatisfied
1955,Business travel,Eco,2,1,1,3,2,,dissatisfied
1956,Business travel,Eco,2,1,1,3,3,,dissatisfied
1957,Business travel,Eco,2,1,1,3,4,,dissatisfied
1958,Business travel,Eco,2,1,1,3,5,,dissatisfied
1959,Business travel,Eco,2,1,1,4,1,,dissatisfied
1960,Business travel,Eco,2,1,1,4,2,,dissatisfied
1961,Business travel,Eco,2,1,1,4,3,,dissatisfied
1962,Business travel,Eco,2,1,1,4,4,,dissatisfied
1963,Business travel,Eco,2,1,1,4,5,,satisfied
1964,Business travel,Eco,2,1,1,5,3,,dissatisfied
1965,Business travel,Eco,2,1,1,5,4,,dissatisfied
1966,Business travel,Eco,2,1,2,1,1,satisfied,dissatisfied
1967,Business travel,Eco,2,1,2,1,2,satisfied,dissatisfied
1968,Business travel,Eco,2,1,2,1,3,dissatisfied,
1969,Business travel,Eco,2,1,2,1,4,dissatisfied,
1970,Business travel,Eco,2,1,2,2,1,dissatisfied,dissatisfied
1971,Business travel,Eco,2,1,2,2,2,dissatisfied,dissatisfied
1972,Business travel,Eco,2,1,2,2,3,dissatisfied,dissatisfied
1973,Business travel,Eco,2,1,2,2,4,dissatisfied,
1974,Business travel,Eco,2,1,2,2,5,satisfied,
1975,Business travel,Eco,2,1,2,3,2,,dissatisfied
1976,Business travel,Eco,2,1,2,3,3,,dissatisfied
1977,Business travel,Eco,2,1,2,3,4,,dissatisfied
1978,Business travel,Eco,2,1,2,4,3,,dissatisfied
1979,Business travel,Eco,2,1,2,4,4,,dissatisfied
1980,Business travel,Eco,2,1,3,1,1,satisfied,
1981,Business travel,Eco,2,1,3,1,2,dissatisfied,
1982,Business travel,Eco,2,1,3,1,3,satisfied,
1983,Business travel,Eco,2,1,3,1,4,satisfied,
1984,Business travel,Eco,2,1,3,2,3,,dissatisfied
1985,Business travel,Eco,2,1,3,3,2,dissatisfied,
1986,Business travel,Eco,2,1,3,3,3,dissatisfied,dissatisfied
1987,Business travel,Eco,2,1,3,3,4,,dissatisfied
1988,Business travel,Eco,2,1,3,4,3,,dissatisfied
1989,Business travel,Eco,2,1,3,4,4,,dissatisfied
1990,Business travel,Eco,2,1,4,1,1,dissatisfied,
1991,Business travel,Eco,2,1,4,1,2,dissatisfied,
1992,Business travel,Eco,2,1,4,1,3,dissatisfied,
1993,Business travel,Eco,2,1,4,1,4,dissatisfied,
1994,Business travel,Eco,2,1,4,4,1,dissatisfied,
1995,Business travel,Eco,2,1,4,4,2,dissatisfied,
1996,Business travel,Eco,2,1,4,4,3,dissatisfied,
1997,Business travel,Eco,2,1,4,4,4,dissatisfied,
1998,Business travel,Eco,2,1,5,1,2,dissatisfied,
1999,Business travel,Eco,2,1,5,1,3,dissatisfied,
2000,Business travel,Eco,2,1,5,1,4,dissatisfied,
2001,Business travel,Eco,2,1,5,5,2,satisfied,
2002,Business travel,Eco,2,1,5,5,3,dissatisfied,
2003,Business travel,Eco,2,1,5,5,4,dissatisfied,
2004,Business travel,Eco,2,2,1,2,2,dissatisfied,
2005,Business travel,Eco,2,2,1,2,3,dissatisfied,
2006,Business travel,Eco,2,2,1,2,4,dissatisfied,
2007,Business travel,Eco,2,2,1,3,3,,dissatisfied
2008,Business travel,Eco,2,2,1,3,4,,dissatisfied
2009,Business travel,Eco,2,2,1,4,3,,dissatisfied
2010,Business travel,Eco,2,2,1,4,4,,dissatisfied
2011,Business travel,Eco,2,2,2,1,1,,dissatisfied
2012,Business travel,Eco,2,2,2,1,2,,dissatisfied
2013,Business travel,Eco,2,2,2,1,3,,dissatisfied
2014,Business travel,Eco,2,2,2,1,4,,dissatisfied
2015,Business travel,Eco,2,2,2,1,5,,dissatisfied
2016,Business travel,Eco,2,2,2,2,1,dissatisfied,dissatisfied
2017,Business travel,Eco,2,2,2,2,2,dissatisfied,dissatisfied
2018,Business travel,Eco,2,2,2,2,3,dissatisfied,dissatisfied
2019,Business travel,Eco,2,2,2,2,4,dissatisfied,satisfied
2020,Business travel,Eco,2,2,2,2,5,satisfied,dissatisfied
2021,Business travel,Eco,2,2,2,3,1,,dissatisfied
2022,Business travel,Eco,2,2,2,3,2,,dissatisfied
2023,Business travel,Eco,2,2,2,3,3,,dissatisfied
2024,Business travel,Eco,2,2,2,3,4,,dissatisfied
2025,Business travel,Eco,2,2,2,3,5,,dissatisfied
2026,Business travel,Eco,2,2,2,4,1,,dissatisfied
2027,Business travel,Eco,2,2,2,4,2,,dissatisfied
2028,Business travel,Eco,2,2,2,4,3,,dissatisfied
2029,Business travel,Eco,2,2,2,4,4,,dissatisfied
2030,Business travel,Eco,2,2,2,4,5,,dissatisfied
2031,Business travel,Eco,2,2,2,5,1,,dissatisfied
2032,Business travel,Eco,2,2,2,5,2,,dissatisfied
2033,Business travel,Eco,2,2,2,5,3,,dissatisfied
2034,Business travel,Eco,2,2,2,5,4,,dissatisfied
2035,Business travel,Eco,2,2,2,5,5,,dissatisfied
2036,Business travel,Eco,2,2,3,2,1,dissatisfied,dissatisfied
2037,Business travel,Eco,2,2,3,2,2,dissatisfied,
2038,Business travel,Eco,2,2,3,2,3,dissatisfied,dissatisfied
2039,Business travel,Eco,2,2,3,2,4,dissatisfied,
2040,Business travel,Eco,2,2,3,2,5,satisfied,
2041,Business travel,Eco,2,2,3,3,2,,dissatisfied
2042,Business travel,Eco,2,2,3,3,3,satisfied,dissatisfied
2043,Business travel,Eco,2,2,3,3,4,dissatisfied,dissatisfied
2044,Business travel,Eco,2,2,3,4,3,,dissatisfied
2045,Business travel,Eco,2,2,3,4,4,,dissatisfied
2046,Business travel,Eco,2,2,4,2,1,dissatisfied,
2047,Business travel,Eco,2,2,4,2,2,dissatisfied,
2048,Business travel,Eco,2,2,4,2,3,dissatisfied,
2049,Business travel,Eco,2,2,4,2,4,dissatisfied,
2050,Business travel,Eco,2,2,4,4,2,dissatisfied,
2051,Business travel,Eco,2,2,4,4,3,dissatisfied,
2052,Business travel,Eco,2,2,4,4,4,dissatisfied,
2053,Business travel,Eco,2,2,4,4,5,satisfied,
2054,Business travel,Eco,2,2,5,2,1,dissatisfied,
2055,Business travel,Eco,2,2,5,2,2,dissatisfied,
2056,Business travel,Eco,2,2,5,2,3,dissatisfied,
2057,Business travel,Eco,2,2,5,2,4,dissatisfied,
2058,Business travel,Eco,2,2,5,5,2,dissatisfied,
2059,Business travel,Eco,2,2,5,5,3,satisfied,
2060,Business travel,Eco,2,2,5,5,4,dissatisfied,
2061,Business travel,Eco,2,3,1,1,1,dissatisfied,
2062,Business travel,Eco,2,3,1,1,2,satisfied,dissatisfied
2063,Business travel,Eco,2,3,1,1,3,dissatisfied,
2064,Business travel,Eco,2,3,1,2,2,,dissatisfied
2065,Business travel,Eco,2,3,1,2,3,,dissatisfied
2066,Business travel,Eco,2,3,1,2,5,,dissatisfied
2067,Business travel,Eco,2,3,1,3,1,dissatisfied,dissatisfied
2068,Business travel,Eco,2,3,1,3,2,dissatisfied,dissatisfied
2069,Business travel,Eco,2,3,1,3,3,satisfied,dissatisfied
2070,Business travel,Eco,2,3,1,3,4,dissatisfied,dissatisfied
2071,Business travel,Eco,2,3,1,4,1,,dissatisfied
2072,Business travel,Eco,2,3,1,4,2,,dissatisfied
2073,Business travel,Eco,2,3,1,4,3,,dissatisfied
2074,Business travel,Eco,2,3,1,4,4,,dissatisfied
2075,Business travel,Eco,2,3,2,1,1,,dissatisfied
2076,Business travel,Eco,2,3,2,1,2,,dissatisfied
2077,Business travel,Eco,2,3,2,1,3,,dissatisfied
2078,Business travel,Eco,2,3,2,1,4,,dissatisfied
2079,Business travel,Eco,2,3,2,1,5,,dissatisfied
2080,Business travel,Eco,2,3,2,2,1,,dissatisfied
2081,Business travel,Eco,2,3,2,2,2,satisfied,dissatisfied
2082,Business travel,Eco,2,3,2,2,3,,dissatisfied
2083,Business travel,Eco,2,3,2,2,4,dissatisfied,dissatisfied
2084,Business travel,Eco,2,3,2,2,5,,dissatisfied
2085,Business travel,Eco,2,3,2,3,1,dissatisfied,dissatisfied
2086,Business travel,Eco,2,3,2,3,2,dissatisfied,dissatisfied
2087,Business travel,Eco,2,3,2,3,3,dissatisfied,dissatisfied
2088,Business travel,Eco,2,3,2,3,4,dissatisfied,dissatisfied
2089,Business travel,Eco,2,3,2,3,5,,dissatisfied
2090,Business travel,Eco,2,3,2,4,1,,dissatisfied
2091,Business travel,Eco,2,3,2,4,2,,dissatisfied
2092,Business travel,Eco,2,3,2,4,3,,dissatisfied
2093,Business travel,Eco,2,3,2,4,4,,dissatisfied
2094,Business travel,Eco,2,3,2,4,5,,dissatisfied
2095,Business travel,Eco,2,3,2,5,1,,dissatisfied
2096,Business travel,Eco,2,3,2,5,3,,dissatisfied
2097,Business travel,Eco,2,3,2,5,4,,dissatisfied
2098,Business travel,Eco,2,3,2,5,5,,dissatisfied
2099,Business travel,Eco,2,3,3,1,1,,dissatisfied
2100,Business travel,Eco,2,3,3,1,2,,dissatisfied
2101,Business travel,Eco,2,3,3,1,3,,dissatisfied
2102,Business travel,Eco,2,3,3,1,4,,dissatisfied
2103,Business travel,Eco,2,3,3,1,5,,dissatisfied
2104,Business travel,Eco,2,3,3,2,1,,dissatisfied
2105,Business travel,Eco,2,3,3,2,2,,dissatisfied
2106,Business travel,Eco,2,3,3,2,3,,dissatisfied
2107,Business travel,Eco,2,3,3,2,4,,dissatisfied
2108,Business travel,Eco,2,3,3,2,5,,dissatisfied
2109,Business travel,Eco,2,3,3,3,1,satisfied,dissatisfied
2110,Business travel,Eco,2,3,3,3,2,dissatisfied,dissatisfied
2111,Business travel,Eco,2,3,3,3,3,dissatisfied,dissatisfied
2112,Business travel,Eco,2,3,3,3,4,dissatisfied,dissatisfied
2113,Business travel,Eco,2,3,3,3,5,satisfied,dissatisfied
2114,Business travel,Eco,2,3,3,4,1,,dissatisfied
2115,Business travel,Eco,2,3,3,4,2,,dissatisfied
2116,Business travel,Eco,2,3,3,4,3,,dissatisfied
2117,Business travel,Eco,2,3,3,4,4,,dissatisfied
2118,Business travel,Eco,2,3,3,4,5,,dissatisfied
2119,Business travel,Eco,2,3,3,5,2,,dissatisfied
2120,Business travel,Eco,2,3,3,5,3,,dissatisfied
2121,Business travel,Eco,2,3,3,5,5,,dissatisfied
2122,Business travel,Eco,2,3,4,3,1,satisfied,
2123,Business travel,Eco,2,3,4,3,2,dissatisfied,
2124,Business travel,Eco,2,3,4,3,3,dissatisfied,
2125,Business travel,Eco,2,3,4,3,4,dissatisfied,
2126,Business travel,Eco,2,3,4,4,2,dissatisfied,
2127,Business travel,Eco,2,3,4,4,3,dissatisfied,
2128,Business travel,Eco,2,3,5,3,1,dissatisfied,
2129,Business travel,Eco,2,3,5,3,2,dissatisfied,
2130,Business travel,Eco,2,3,5,3,3,dissatisfied,
2131,Business travel,Eco,2,3,5,3,4,dissatisfied,
2132,Business travel,Eco,2,3,5,5,2,dissatisfied,
2133,Business travel,Eco,2,3,5,5,3,dissatisfied,
2134,Business travel,Eco,2,3,5,5,4,dissatisfied,
2135,Business travel,Eco,2,3,5,5,5,satisfied,
2136,Business travel,Eco,2,4,1,1,1,dissatisfied,
2137,Business travel,Eco,2,4,1,1,2,dissatisfied,
2138,Business travel,Eco,2,4,1,1,3,dissatisfied,
2139,Business travel,Eco,2,4,1,2,2,,dissatisfied
2140,Business travel,Eco,2,4,1,2,4,,dissatisfied
2141,Business travel,Eco,2,4,1,2,5,,dissatisfied
2142,Business travel,Eco,2,4,1,3,2,,dissatisfied
2143,Business travel,Eco,2,4,1,3,3,,dissatisfied
2144,Business travel,Eco,2,4,1,3,4,,dissatisfied
2145,Business travel,Eco,2,4,1,4,1,dissatisfied,
2146,Business travel,Eco,2,4,1,4,2,satisfied,
2147,Business travel,Eco,2,4,1,4,3,dissatisfied,dissatisfied
2148,Business travel,Eco,2,4,1,4,4,dissatisfied,dissatisfied
2149,Business travel,Eco,2,4,1,4,5,,dissatisfied
2150,Business travel,Eco,2,4,2,1,1,,dissatisfied
2151,Business travel,Eco,2,4,2,1,2,,dissatisfied
2152,Business travel,Eco,2,4,2,1,3,,dissatisfied
2153,Business travel,Eco,2,4,2,1,4,,dissatisfied
2154,Business travel,Eco,2,4,2,1,5,,dissatisfied
2155,Business travel,Eco,2,4,2,2,1,,dissatisfied
2156,Business travel,Eco,2,4,2,2,2,,dissatisfied
2157,Business travel,Eco,2,4,2,2,3,dissatisfied,dissatisfied
2158,Business travel,Eco,2,4,2,2,4,dissatisfied,dissatisfied
2159,Business travel,Eco,2,4,2,2,5,,dissatisfied
2160,Business travel,Eco,2,4,2,3,1,,dissatisfied
2161,Business travel,Eco,2,4,2,3,2,,dissatisfied
2162,Business travel,Eco,2,4,2,3,3,,dissatisfied
2163,Business travel,Eco,2,4,2,3,4,,dissatisfied
2164,Business travel,Eco,2,4,2,3,5,,dissatisfied
2165,Business travel,Eco,2,4,2,4,1,dissatisfied,dissatisfied
2166,Business travel,Eco,2,4,2,4,2,dissatisfied,dissatisfied
2167,Business travel,Eco,2,4,2,4,3,dissatisfied,dissatisfied
2168,Business travel,Eco,2,4,2,4,4,dissatisfied,dissatisfied
2169,Business travel,Eco,2,4,2,4,5,,dissatisfied
2170,Business travel,Eco,2,4,2,5,1,,dissatisfied
2171,Business travel,Eco,2,4,2,5,2,,dissatisfied
2172,Business travel,Eco,2,4,2,5,3,,dissatisfied
2173,Business travel,Eco,2,4,2,5,4,,dissatisfied
2174,Business travel,Eco,2,4,2,5,5,,dissatisfied
2175,Business travel,Eco,2,4,3,1,1,,dissatisfied
2176,Business travel,Eco,2,4,3,1,2,,dissatisfied
2177,Business travel,Eco,2,4,3,1,5,,dissatisfied
2178,Business travel,Eco,2,4,3,3,2,dissatisfied,
2179,Business travel,Eco,2,4,3,3,3,dissatisfied,dissatisfied
2180,Business travel,Eco,2,4,3,3,4,dissatisfied,dissatisfied
2181,Business travel,Eco,2,4,3,3,5,,dissatisfied
2182,Business travel,Eco,2,4,3,4,1,dissatisfied,
2183,Business travel,Eco,2,4,3,4,2,dissatisfied,
2184,Business travel,Eco,2,4,3,4,3,dissatisfied,dissatisfied
2185,Business travel,Eco,2,4,3,4,4,satisfied,dissatisfied
2186,Business travel,Eco,2,4,3,4,5,satisfied,
2187,Business travel,Eco,2,4,3,5,5,,dissatisfied
2188,Business travel,Eco,2,4,4,4,1,dissatisfied,
2189,Business travel,Eco,2,4,4,4,2,dissatisfied,
2190,Business travel,Eco,2,4,4,4,3,dissatisfied,
2191,Business travel,Eco,2,4,4,4,4,dissatisfied,
2192,Business travel,Eco,2,4,4,4,5,satisfied,
2193,Business travel,Eco,2,4,5,4,1,satisfied,
2194,Business travel,Eco,2,4,5,4,2,dissatisfied,
2195,Business travel,Eco,2,4,5,4,3,dissatisfied,
2196,Business travel,Eco,2,4,5,4,4,satisfied,
2197,Business travel,Eco,2,4,5,5,1,satisfied,
2198,Business travel,Eco,2,4,5,5,2,dissatisfied,
2199,Business travel,Eco,2,4,5,5,3,dissatisfied,
2200,Business travel,Eco,2,4,5,5,4,dissatisfied,
2201,Business travel,Eco,2,5,1,1,2,dissatisfied,dissatisfied
2202,Business travel,Eco,2,5,1,1,3,dissatisfied,
2203,Business travel,Eco,2,5,1,1,4,dissatisfied,dissatisfied
2204,Business travel,Eco,2,5,1,1,5,,dissatisfied
2205,Business travel,Eco,2,5,1,2,1,,dissatisfied
2206,Business travel,Eco,2,5,1,2,4,,dissatisfied
2207,Business travel,Eco,2,5,1,2,5,,dissatisfied
2208,Business travel,Eco,2,5,1,4,3,,dissatisfied
2209,Business travel,Eco,2,5,1,4,4,,dissatisfied
2210,Business travel,Eco,2,5,1,5,1,dissatisfied,
2211,Business travel,Eco,2,5,1,5,2,dissatisfied,
2212,Business travel,Eco,2,5,1,5,4,dissatisfied,
2213,Business travel,Eco,2,5,2,1,1,,dissatisfied
2214,Business travel,Eco,2,5,2,1,2,,dissatisfied
2215,Business travel,Eco,2,5,2,1,3,,dissatisfied
2216,Business travel,Eco,2,5,2,1,4,,dissatisfied
2217,Business travel,Eco,2,5,2,1,5,,dissatisfied
2218,Business travel,Eco,2,5,2,2,1,,dissatisfied
2219,Business travel,Eco,2,5,2,2,2,dissatisfied,dissatisfied
2220,Business travel,Eco,2,5,2,2,3,dissatisfied,dissatisfied
2221,Business travel,Eco,2,5,2,2,4,dissatisfied,dissatisfied
2222,Business travel,Eco,2,5,2,2,5,,dissatisfied
2223,Business travel,Eco,2,5,2,3,1,,dissatisfied
2224,Business travel,Eco,2,5,2,3,2,,dissatisfied
2225,Business travel,Eco,2,5,2,3,3,,dissatisfied
2226,Business travel,Eco,2,5,2,3,4,,dissatisfied
2227,Business travel,Eco,2,5,2,3,5,,dissatisfied
2228,Business travel,Eco,2,5,2,4,1,,dissatisfied
2229,Business travel,Eco,2,5,2,4,2,,dissatisfied
2230,Business travel,Eco,2,5,2,4,3,,dissatisfied
2231,Business travel,Eco,2,5,2,4,4,,dissatisfied
2232,Business travel,Eco,2,5,2,4,5,,dissatisfied
2233,Business travel,Eco,2,5,2,5,1,dissatisfied,dissatisfied
2234,Business travel,Eco,2,5,2,5,2,dissatisfied,dissatisfied
2235,Business travel,Eco,2,5,2,5,3,dissatisfied,dissatisfied
2236,Business travel,Eco,2,5,2,5,4,dissatisfied,dissatisfied
2237,Business travel,Eco,2,5,2,5,5,,dissatisfied
2238,Business travel,Eco,2,5,3,1,3,,dissatisfied
