age,avno60plus,month_sold,structure_quality,SALE_PRC
25,0.0,1,5,265000.0
80,0.0,1,2,250800.0
64,0.0,10,4,345000.0
59,0.0,2,4,270000.0
30,0.0,12,4,163000.0
53,1.0,6,4,294000.0
65,0.0,7,4,810000.0
35,0.0,11,5,200000.0
67,0.0,7,2,120000.0
25,0.0,6,2,239000.0
40,0.0,6,5,230000.0
43,0.0,6,4,275000.0
38,0.0,12,4,290000.0
22,0.0,9,2,210500.0
33,0.0,6,4,295000.0
38,0.0,10,5,205000.0
28,0.0,8,5,250000.0
29,0.0,11,2,345000.0
55,0.0,3,4,150000.0
29,0.0,9,4,302000.0
66,0.0,9,2,117000.0
43,0.0,11,2,275000.0
56,0.0,3,4,310000.0
21,0.0,11,2,262000.0
24,0.0,6,2,167000.0
70,0.0,9,4,589900.0
3,0.0,10,2,249000.0
0,0.0,11,5,1800000.0
63,0.0,4,4,212000.0
13,0.0,5,4,345000.0
14,0.0,9,5,615000.0
67,0.0,5,4,300000.0
37,0.0,1,2,185000.0
43,0.0,4,1,179000.0
32,0.0,4,4,340000.0
18,0.0,2,2,315000.0
76,0.0,12,4,700000.0
9,0.0,1,2,240000.0
35,0.0,10,2,433000.0
21,0.0,4,5,238000.0
43,0.0,10,4,460000.0
21,0.0,5,5,433000.0
51,0.0,11,1,156500.0
49,0.0,3,4,294000.0
48,0.0,8,2,320000.0
31,0.0,9,2,175000.0
62,0.0,10,2,75000.0
28,0.0,12,4,319500.0
42,0.0,4,2,100000.0
70,0.0,8,2,115000.0
41,0.0,5,5,400000.0
20,0.0,3,4,660000.0
16,0.0,7,2,290000.0
28,0.0,10,4,595000.0
20,0.0,6,2,149900.0
54,0.0,10,4,730000.0
7,0.0,3,5,1390000.0
38,0.0,8,4,150000.0
46,0.0,7,5,300000.0
38,0.0,6,4,200000.0
9,0.0,3,5,1775000.0
41,0.0,2,2,155000.0
20,0.0,10,2,320000.0
31,0.0,2,4,265000.0
40,0.0,5,4,465000.0
67,0.0,10,4,252000.0
45,0.0,3,5,179000.0
49,0.0,6,2,510000.0
54,0.0,6,2,165000.0
40,0.0,7,2,248000.0
23,0.0,10,4,207000.0
27,0.0,3,5,177500.0
55,0.0,10,4,245000.0
37,0.0,2,4,270000.0
51,0.0,5,2,275000.0
23,0.0,9,4,665000.0
71,0.0,9,2,242000.0
71,0.0,6,4,278000.0
18,0.0,11,4,340000.0
42,0.0,10,4,745000.0
30,0.0,10,2,245000.0
61,1.0,7,5,375000.0
25,0.0,3,4,159900.0
26,0.0,7,5,281500.0
69,0.0,12,2,80000.0
70,0.0,3,2,200000.0
41,0.0,11,5,610000.0
22,0.0,2,4,265000.0
40,0.0,2,5,1500000.0
75,0.0,2,2,130000.0
25,0.0,7,4,350000.0
13,0.0,2,4,450000.0
29,0.0,6,2,390000.0
20,0.0,3,2,460000.0
7,0.0,11,4,265000.0
11,0.0,7,4,360000.0
68,0.0,6,4,295000.0
35,0.0,8,2,270000.0
5,0.0,9,2,370000.0
4,0.0,10,2,246000.0
23,0.0,8,2,180000.0
60,0.0,7,2,327000.0
52,0.0,6,4,405000.0
63,0.0,7,4,240000.0
67,0.0,3,5,425900.0
40,0.0,11,4,1150000.0
59,0.0,3,5,318000.0
38,0.0,7,2,195000.0
56,0.0,12,5,213000.0
43,0.0,3,2,148000.0
54,0.0,2,4,305000.0
2,0.0,11,2,235400.0
47,0.0,12,2,710000.0
57,0.0,10,4,298000.0
67,0.0,11,2,250000.0
65,0.0,3,4,308000.0
68,0.0,2,2,181000.0
53,0.0,12,4,170000.0
33,0.0,7,2,395000.0
29,0.0,2,5,249000.0
64,0.0,6,5,730000.0
55,0.0,5,4,595000.0
19,0.0,2,4,383000.0
36,0.0,7,2,240000.0
26,0.0,10,5,386000.0
3,0.0,10,5,1100000.0
2,0.0,1,5,2450000.0
22,0.0,1,4,290000.0
24,0.0,7,4,261900.0
57,0.0,8,4,275000.0
25,1.0,9,4,378000.0
20,0.0,4,4,302500.0
65,0.0,12,4,760000.0
11,0.0,8,4,440000.0
21,0.0,6,5,1255000.0
33,0.0,8,4,285000.0
52,0.0,8,4,1340000.0
67,0.0,6,4,890000.0
11,0.0,1,4,444000.0
66,0.0,1,1,92500.0
25,0.0,4,5,1100000.0
14,0.0,6,2,235000.0
75,0.0,5,2,342500.0
91,0.0,11,2,270000.0
16,0.0,6,2,207000.0
9,0.0,12,5,1450000.0
67,0.0,4,4,291000.0
50,0.0,10,4,580000.0
22,0.0,2,2,175500.0
3,0.0,3,5,629000.0
56,1.0,12,5,256000.0
62,0.0,10,4,340000.0
19,0.0,1,2,493500.0
46,0.0,3,5,210000.0
33,0.0,9,2,390000.0
52,0.0,4,1,80000.0
30,0.0,9,4,237000.0
17,0.0,1,4,261000.0
51,0.0,9,1,130500.0
22,0.0,7,2,205000.0
15,0.0,5,4,260000.0
16,0.0,9,4,607500.0
64,1.0,2,4,220000.0
33,0.0,8,5,320000.0
15,0.0,10,5,900000.0
42,0.0,8,2,569900.0
1,0.0,5,5,1165000.0
14,0.0,11,4,359000.0
13,0.0,10,2,240000.0
29,0.0,2,4,860000.0
57,0.0,1,4,390000.0
32,0.0,3,2,232000.0
39,0.0,11,4,380000.0
2,0.0,6,5,1400000.0
42,0.0,7,5,210000.0
36,0.0,7,5,230000.0
26,0.0,3,5,2050000.0
40,0.0,5,5,2600000.0
4,0.0,6,2,235000.0
20,0.0,1,4,347500.0
7,0.0,5,2,180000.0
31,0.0,6,5,1935000.0
13,0.0,3,4,426000.0
46,0.0,9,4,325000.0
33,0.0,12,2,155000.0
0,0.0,1,5,1200000.0
57,1.0,2,4,420000.0
48,0.0,10,2,138800.0
62,1.0,2,5,535000.0
19,0.0,4,2,280000.0
54,0.0,11,4,275000.0
68,0.0,4,4,405000.0
9,0.0,12,4,249900.0
59,0.0,2,5,330000.0
76,0.0,11,4,600000.0
59,0.0,6,2,310000.0
31,0.0,8,1,125000.0
61,0.0,5,2,230000.0
13,0.0,11,4,170167.0
36,0.0,2,5,1230000.0
70,0.0,10,2,155000.0
24,0.0,5,2,141800.0
8,0.0,4,4,265000.0
20,0.0,3,5,575000.0
53,0.0,2,4,310000.0
82,0.0,6,1,310000.0
15,0.0,4,5,1580000.0
38,0.0,2,5,200100.0
6,0.0,8,3,1900000.0
11,0.0,2,4,645000.0
77,0.0,11,5,490000.0
53,0.0,4,5,165000.0
7,0.0,6,4,228500.0
22,1.0,5,4,285000.0
10,0.0,6,4,457500.0
19,0.0,7,5,500000.0
1,0.0,9,2,315000.0
4,0.0,12,4,426000.0
6,0.0,9,2,325000.0
53,0.0,12,2,220000.0
12,0.0,9,5,1166400.0
61,0.0,2,2,212000.0
37,0.0,7,4,325000.0
38,0.0,5,4,336000.0
10,0.0,8,4,358000.0
26,0.0,8,2,100000.0
28,0.0,3,2,265000.0
1,0.0,8,4,389000.0
29,0.0,6,5,1000000.0
69,0.0,8,5,1400000.0
21,0.0,2,5,277000.0
6,0.0,7,4,402000.0
15,0.0,2,4,495000.0
44,0.0,6,2,205000.0
14,0.0,12,2,248800.0
58,0.0,2,5,160500.0
18,0.0,8,4,315000.0
36,0.0,1,5,650000.0
15,0.0,12,4,280000.0
22,0.0,8,5,555000.0
22,0.0,12,2,580000.0
18,0.0,2,4,474000.0
32,0.0,1,4,310000.0
20,0.0,9,4,350000.0
19,0.0,6,5,620000.0
16,0.0,4,5,1530000.0
18,0.0,11,2,446000.0
11,0.0,9,4,440000.0
47,0.0,10,2,165500.0
56,1.0,1,4,105000.0
32,0.0,9,4,330000.0
8,0.0,7,2,225000.0
38,0.0,4,5,205000.0
49,0.0,2,5,1450000.0
40,0.0,9,2,224000.0
27,0.0,9,5,275000.0
13,0.0,5,5,695000.0
15,0.0,6,5,1950000.0
13,0.0,10,5,415000.0
70,0.0,6,4,301000.0
60,0.0,5,2,245000.0
15,0.0,6,4,600000.0
37,0.0,7,2,480000.0
13,0.0,12,4,440000.0
29,0.0,12,2,190000.0
63,0.0,10,4,182000.0
29,0.0,6,4,317000.0
35,0.0,4,4,312000.0
43,0.0,5,2,190000.0
53,0.0,4,4,402000.0
39,0.0,1,2,125000.0
59,0.0,1,2,194000.0
47,0.0,2,4,265000.0
36,0.0,1,2,290000.0
43,0.0,5,4,450000.0
1,0.0,4,5,1950000.0
41,0.0,12,4,835000.0
66,0.0,8,1,92500.0
18,0.0,9,2,345500.0
59,0.0,1,4,255200.0
72,1.0,2,4,341000.0
26,0.0,11,4,885000.0
60,0.0,10,2,149900.0
58,0.0,11,5,305000.0
30,0.0,4,4,410000.0
67,0.0,9,4,175000.0
31,0.0,2,2,110000.0
38,0.0,3,2,200000.0
66,0.0,10,5,1260000.0
37,0.0,3,2,162000.0
88,0.0,2,2,146300.0
58,0.0,5,5,150000.0
35,0.0,3,5,190000.0
19,0.0,5,5,267000.0
6,0.0,8,2,235000.0
34,0.0,4,4,510000.0
24,0.0,10,4,225000.0
30,0.0,2,4,316000.0
69,0.0,9,4,300000.0
40,1.0,9,4,250000.0
1,0.0,5,2,366500.0
90,0.0,9,2,132000.0
31,0.0,1,4,320000.0
47,0.0,3,2,447500.0
5,0.0,5,4,414000.0
66,0.0,12,2,170000.0
52,0.0,3,4,244000.0
3,0.0,8,5,945000.0
22,0.0,10,5,1650000.0
35,0.0,5,5,2350000.0
77,0.0,8,2,79900.0
0,0.0,2,2,248000.0
89,0.0,1,2,190500.0
9,0.0,4,5,1800000.0
57,0.0,10,2,105000.0
23,0.0,7,4,325000.0
60,0.0,10,4,217500.0
66,0.0,4,4,135000.0
13,0.0,4,5,450000.0
60,0.0,9,5,325000.0
17,0.0,11,4,462000.0
32,0.0,2,4,398000.0
15,0.0,7,2,310000.0
65,0.0,9,4,460000.0
65,0.0,7,2,210000.0
64,0.0,6,4,196000.0
22,0.0,12,5,1210000.0
4,0.0,1,2,210000.0
35,0.0,12,4,285000.0
20,0.0,7,2,145000.0
32,0.0,12,4,335000.0
51,0.0,11,4,280000.0
40,0.0,3,2,270000.0
53,0.0,1,2,250000.0
11,0.0,10,2,276000.0
2,0.0,9,4,380000.0
81,0.0,5,4,420000.0
81,0.0,9,1,330000.0
9,0.0,4,2,235000.0
60,0.0,12,1,101500.0
46,0.0,7,4,1050000.0
13,0.0,3,2,179000.0
44,0.0,3,4,445000.0
16,0.0,3,2,190000.0
68,0.0,4,5,402500.0
58,0.0,4,4,425000.0
53,0.0,5,2,550000.0
34,0.0,5,5,190000.0
37,0.0,5,2,245000.0
5,0.0,3,5,1250000.0
9,0.0,5,2,235000.0
57,0.0,11,4,290000.0
6,0.0,11,4,230000.0
61,0.0,12,4,340000.0
35,1.0,2,5,320500.0
45,0.0,7,4,355000.0
50,0.0,3,4,475000.0
36,0.0,12,5,315000.0
44,0.0,6,5,205000.0
52,0.0,7,5,358000.0
27,0.0,11,4,540000.0
42,0.0,1,5,169000.0
2,0.0,4,5,385000.0
62,0.0,9,4,295000.0
17,0.0,3,4,269000.0
60,0.0,11,4,365000.0
4,0.0,7,4,412500.0
31,0.0,4,5,183000.0
17,0.0,11,2,228000.0
35,0.0,12,2,735000.0
12,0.0,12,5,555000.0
65,0.0,6,4,1825000.0
63,0.0,2,2,279000.0
41,0.0,12,5,725000.0
49,0.0,4,2,229000.0
62,0.0,4,4,250000.0
0,0.0,2,5,875000.0
66,0.0,10,2,82000.0
35,0.0,8,4,296000.0
56,0.0,6,4,357000.0
78,0.0,7,4,295000.0
39,0.0,12,4,432900.0
5,0.0,12,2,160000.0
28,0.0,6,4,567000.0
36,1.0,12,4,215000.0
47,0.0,7,5,395000.0
3,0.0,11,2,315000.0
64,1.0,11,5,195000.0
26,0.0,3,2,219000.0
67,0.0,3,2,300000.0
14,0.0,7,4,460000.0
57,0.0,1,5,187000.0
22,0.0,2,5,265000.0
63,0.0,3,1,127000.0
47,0.0,7,2,900000.0
38,0.0,1,4,270000.0
70,0.0,7,1,89000.0
46,0.0,4,2,130000.0
64,1.0,1,5,455000.0
1,0.0,1,4,352900.0
67,0.0,1,2,235000.0
16,0.0,12,2,255000.0
60,0.0,9,4,178000.0
25,0.0,11,4,355000.0
62,0.0,3,4,322000.0
24,0.0,11,5,870000.0
68,0.0,11,4,310000.0
38,0.0,12,2,210000.0
27,0.0,10,4,295000.0
40,0.0,1,2,136000.0
44,0.0,10,5,225400.0
14,0.0,8,2,259000.0
39,0.0,4,4,480000.0
25,0.0,9,5,362500.0
55,0.0,7,4,375000.0
38,0.0,4,4,255000.0
22,0.0,1,2,315000.0
29,0.0,10,5,265000.0
33,0.0,4,4,325000.0
66,1.0,5,4,250000.0
30,0.0,8,5,607500.0
33,0.0,3,4,260000.0
43,0.0,3,5,189600.0
40,0.0,1,4,414900.0
7,0.0,9,2,217500.0
41,0.0,4,5,165000.0
42,0.0,11,4,401500.0
46,0.0,7,2,220000.0
27,0.0,8,4,360000.0
26,0.0,1,2,300000.0
21,0.0,11,5,485000.0
16,0.0,10,2,155000.0
44,0.0,4,4,255000.0
41,0.0,6,5,1080000.0
13,0.0,5,2,245000.0
20,0.0,6,5,270000.0
56,0.0,6,2,120000.0
30,0.0,11,5,215000.0
13,0.0,12,2,530000.0
66,0.0,1,4,565000.0
3,0.0,2,2,315000.0
50,0.0,3,2,170000.0
66,1.0,6,5,345000.0
29,0.0,7,2,206000.0
60,1.0,6,4,230000.0
24,0.0,4,4,345000.0
79,0.0,8,4,318000.0
62,0.0,1,4,245000.0
60,0.0,2,5,216700.0
46,0.0,8,4,182000.0
53,0.0,1,4,379900.0
41,0.0,7,2,112500.0
65,0.0,5,4,360000.0
38,0.0,2,4,325000.0
34,0.0,1,4,340000.0
54,0.0,12,4,220000.0
6,0.0,11,2,265000.0
14,0.0,8,5,920000.0
18,0.0,7,5,280000.0
57,0.0,12,5,120000.0
0,0.0,1,4,319000.0
53,0.0,4,2,1000000.0
27,0.0,11,5,492400.0
13,0.0,3,5,690000.0
52,0.0,11,2,510000.0
37,0.0,10,5,2550000.0
68,0.0,1,4,356000.0
61,0.0,1,4,330000.0
63,0.0,8,2,230000.0
59,0.0,12,2,625000.0
28,0.0,4,5,695000.0
24,0.0,9,4,850000.0
64,0.0,9,2,155000.0
46,0.0,4,4,289000.0
52,0.0,10,4,315000.0
41,0.0,5,4,135000.0
42,0.0,12,2,290000.0
65,0.0,11,2,130000.0
29,0.0,5,5,1200000.0
5,0.0,8,2,210000.0
28,0.0,9,2,249000.0
91,0.0,7,2,203500.0
42,0.0,6,4,349000.0
6,0.0,2,2,297500.0
2,0.0,11,4,385000.0
68,0.0,12,5,470000.0
62,0.0,8,4,190000.0
39,0.0,11,5,830000.0
30,0.0,5,5,540000.0
49,0.0,8,4,580000.0
48,0.0,1,1,86200.0
64,0.0,12,2,201000.0
54,0.0,9,4,397000.0
59,0.0,5,4,400000.0
65,0.0,5,2,215000.0
73,0.0,3,4,390000.0
26,0.0,6,5,980000.0
28,0.0,5,2,205000.0
23,0.0,12,5,600000.0
15,0.0,7,5,1070000.0
44,0.0,1,4,330000.0
45,0.0,9,4,375000.0
40,0.0,12,2,178000.0
35,0.0,11,4,495000.0
6,0.0,6,4,465000.0
15,0.0,8,2,250000.0
69,0.0,5,4,269900.0
1,0.0,3,5,410000.0
32,0.0,8,5,352000.0
92,0.0,7,2,150000.0
58,0.0,4,2,350000.0
13,0.0,9,4,347000.0
26,0.0,6,2,160000.0
41,0.0,9,4,340000.0
25,0.0,8,5,270000.0
7,0.0,6,2,286000.0
77,0.0,9,2,130000.0
3,0.0,1,2,292000.0
46,0.0,1,2,240000.0
70,0.0,7,2,100000.0
26,0.0,9,5,295000.0
62,0.0,2,5,1100000.0
11,0.0,1,5,1309500.0
52,0.0,11,5,2300000.0
18,0.0,5,2,220000.0
35,0.0,12,5,220000.0
63,0.0,7,2,106500.0
8,0.0,6,2,275000.0
56,0.0,3,5,950000.0
43,0.0,1,4,250000.0
13,0.0,8,5,365000.0
61,0.0,2,4,375000.0
42,0.0,6,5,585000.0
45,0.0,4,4,465000.0
39,0.0,1,4,300000.0
50,0.0,5,4,368000.0
6,0.0,4,4,350000.0
90,0.0,7,2,180000.0
57,0.0,5,4,175000.0
60,1.0,1,2,180000.0
60,0.0,4,5,199000.0
66,0.0,12,4,212500.0
57,0.0,1,2,82100.0
36,0.0,2,2,182500.0
11,0.0,11,5,1130000.0
2,0.0,7,4,381600.0
53,0.0,9,4,480000.0
65,0.0,8,2,131000.0
66,0.0,4,2,195000.0
12,0.0,10,5,1050000.0
73,0.0,1,2,297000.0
59,0.0,11,5,173000.0
8,0.0,4,2,171000.0
6,0.0,2,4,410000.0
64,0.0,8,2,170000.0
24,1.0,1,5,635000.0
39,0.0,3,5,760000.0
24,0.0,2,2,165000.0
66,1.0,1,5,365000.0
25,0.0,10,2,199000.0
1,0.0,9,5,2200000.0
90,0.0,8,2,350000.0
39,0.0,5,5,888000.0
8,0.0,8,4,224400.0
8,0.0,9,2,235000.0
17,0.0,6,2,180000.0
11,0.0,4,5,682000.0
49,0.0,10,4,345000.0
25,0.0,5,4,336000.0
66,0.0,9,4,240000.0
42,0.0,7,4,153000.0
65,0.0,9,2,350000.0
3,0.0,11,4,405100.0
38,0.0,1,5,315000.0
12,0.0,7,1,182000.0
64,0.0,11,4,350000.0
57,0.0,6,4,320000.0
33,0.0,9,4,450000.0
40,0.0,11,2,115000.0
44,0.0,2,2,75000.0
45,0.0,4,2,275000.0
28,0.0,3,4,565000.0
9,0.0,10,2,257000.0
20,0.0,8,2,457000.0
39,0.0,1,5,425000.0
33,0.0,12,4,395000.0
46,0.0,11,2,135900.0
42,0.0,9,2,360000.0
62,0.0,12,2,475000.0
23,0.0,3,5,505000.0
60,0.0,10,5,285000.0
65,0.0,11,4,187500.0
48,0.0,1,4,385000.0
47,0.0,9,4,675000.0
52,0.0,11,4,350000.0
58,0.0,12,2,385000.0
13,0.0,8,4,370000.0
8,0.0,9,5,2550000.0
59,0.0,12,4,380000.0
7,0.0,7,2,285000.0
24,0.0,8,4,325000.0
69,0.0,4,5,990000.0
34,0.0,7,4,140000.0
28,0.0,4,4,251000.0
65,0.0,4,4,120000.0
10,0.0,12,4,415000.0
12,0.0,2,2,180000.0
8,0.0,12,4,337500.0
36,0.0,3,4,505000.0
56,0.0,1,4,147000.0
37,0.0,12,5,238500.0
25,0.0,11,5,295000.0
51,0.0,7,2,163200.0
69,0.0,8,2,235000.0
52,0.0,2,2,775000.0
45,0.0,5,2,220000.0
63,0.0,12,4,413000.0
7,0.0,8,4,520000.0
67,0.0,8,4,300000.0
70,0.0,11,2,250000.0
69,0.0,12,1,115000.0
63,0.0,5,2,319000.0
59,0.0,10,1,175300.0
15,0.0,5,5,1840000.0
14,0.0,9,2,260000.0
45,0.0,12,2,380000.0
7,0.0,9,4,340000.0
30,0.0,3,4,530000.0
9,0.0,2,5,1250000.0
40,0.0,8,5,205000.0
87,0.0,5,4,640000.0
54,0.0,10,2,254000.0
55,0.0,6,4,233000.0
65,0.0,10,4,359900.0
77,0.0,7,2,209000.0
11,0.0,3,5,329000.0
62,0.0,6,4,320000.0
41,0.0,11,4,345000.0
64,1.0,9,4,164000.0
55,0.0,12,4,290000.0
76,0.0,7,4,245200.0
16,0.0,10,5,1150000.0
31,0.0,3,2,215000.0
17,0.0,5,2,250000.0
86,0.0,7,4,300000.0
56,0.0,2,2,200000.0
64,0.0,1,1,160000.0
66,0.0,11,4,300000.0
35,0.0,4,2,255000.0
3,0.0,5,2,297000.0
80,0.0,12,2,127000.0
41,0.0,12,2,215000.0
44,0.0,10,4,555000.0
78,0.0,4,1,140000.0
41,0.0,4,4,499000.0
27,0.0,11,2,270000.0
35,0.0,11,2,221000.0
9,0.0,10,4,255000.0
29,0.0,2,3,1600000.0
32,0.0,5,4,295000.0
44,0.0,7,2,560000.0
24,0.0,7,2,285000.0
36,0.0,4,2,272000.0
20,0.0,4,2,188000.0
58,0.0,1,2,99300.0
17,0.0,5,4,315000.0
35,0.0,3,2,219800.0
66,1.0,4,5,250000.0
17,0.0,2,2,301000.0
37,0.0,2,2,485000.0
67,0.0,11,1,89900.0
76,0.0,3,4,409900.0
67,1.0,11,5,315000.0
48,0.0,5,4,400000.0
46,0.0,12,5,1100000.0
19,0.0,12,4,258000.0
26,0.0,7,2,124900.0
27,0.0,7,5,635000.0
26,0.0,10,2,196000.0
42,0.0,3,5,797500.0
76,0.0,4,2,290000.0
63,0.0,2,4,168000.0
6,0.0,10,5,1138000.0
6,0.0,5,4,495000.0
70,0.0,5,5,595000.0
15,0.0,9,4,335000.0
28,0.0,1,2,72000.0
59,0.0,9,4,300000.0
9,0.0,6,4,492500.0
1,0.0,7,2,330000.0
86,0.0,2,1,96000.0
31,0.0,7,5,233000.0
12,0.0,8,5,1287000.0
52,0.0,1,4,349000.0
2,0.0,5,5,375000.0
63,0.0,3,2,201000.0
15,0.0,5,2,210000.0
60,0.0,5,4,218000.0
18,0.0,3,2,480000.0
61,0.0,5,5,280000.0
38,0.0,3,4,382500.0
79,0.0,5,2,133000.0
41,0.0,8,5,1785000.0
50,0.0,2,5,950000.0
40,0.0,6,2,236400.0
52,0.0,5,4,225000.0
5,0.0,6,4,250000.0
57,0.0,12,2,300000.0
78,0.0,12,4,340000.0
40,0.0,9,4,430000.0
3,0.0,5,5,475000.0
60,0.0,6,4,148000.0
61,0.0,4,2,295000.0
44,0.0,3,2,120000.0
54,0.0,3,4,240000.0
67,0.0,2,1,125000.0
23,0.0,8,5,275000.0
67,0.0,11,4,314000.0
71,0.0,12,4,150000.0
18,0.0,10,2,310000.0
64,0.0,5,5,200500.0
44,0.0,4,2,400000.0
44,0.0,11,2,475000.0
19,0.0,6,2,325000.0
55,0.0,4,2,250000.0
10,0.0,12,5,955000.0
39,0.0,3,2,250000.0
67,0.0,6,1,108000.0
21,0.0,3,5,230000.0
3,0.0,6,5,825000.0
45,0.0,5,4,340000.0
80,0.0,6,4,500000.0
66,0.0,5,2,174000.0
75,0.0,4,2,424000.0
16,0.0,12,5,300000.0
36,1.0,8,5,400000.0
4,0.0,11,4,445000.0
60,0.0,4,2,90000.0
78,0.0,3,2,120000.0
56,0.0,2,5,360000.0
36,1.0,6,5,385000.0
74,0.0,11,2,890000.0
57,0.0,4,5,162000.0
44,0.0,1,5,269900.0
70,0.0,4,2,124000.0
31,0.0,3,5,2000000.0
45,0.0,10,2,691000.0
1,0.0,4,2,245900.0
9,0.0,1,5,1650000.0
76,0.0,1,4,610000.0
64,0.0,3,4,260000.0
42,0.0,11,2,410000.0
24,0.0,12,5,1060000.0
47,0.0,4,4,395000.0
92,0.0,10,1,125000.0
76,0.0,6,2,125700.0
79,0.0,2,2,169500.0
67,0.0,10,2,195000.0
59,0.0,11,4,392000.0
60,0.0,8,5,269000.0
34,0.0,6,4,455000.0
9,0.0,3,4,385000.0
46,0.0,2,2,192500.0
28,0.0,5,5,1810000.0
71,0.0,6,2,450000.0
17,0.0,2,4,310000.0
55,0.0,11,4,202500.0
62,0.0,8,5,224000.0
18,0.0,10,5,960000.0
28,0.0,4,2,235000.0
66,0.0,7,4,492000.0
46,0.0,5,5,87500.0
57,0.0,4,2,209000.0
79,0.0,12,1,187900.0
59,0.0,4,4,195000.0
46,0.0,9,5,913500.0
70,0.0,12,2,274900.0
17,0.0,6,5,1290000.0
51,0.0,5,5,1077000.0
23,0.0,5,5,529000.0
41,0.0,3,2,166500.0
44,0.0,9,2,280000.0
45,0.0,12,4,279000.0
23,0.0,1,2,249000.0
46,0.0,12,4,190000.0
61,0.0,12,5,330000.0
44,0.0,5,5,120000.0
50,0.0,7,4,245000.0
90,0.0,9,1,185000.0
68,0.0,11,2,185000.0
14,0.0,6,5,842000.0
62,0.0,7,2,78000.0
69,0.0,2,2,94200.0
23,0.0,5,2,175000.0
44,1.0,5,4,289000.0
69,0.0,7,4,325000.0
3,0.0,12,4,320000.0
70,0.0,4,4,230000.0
7,0.0,10,4,345000.0
70,0.0,8,4,870000.0
17,0.0,1,5,424900.0
62,0.0,11,4,250000.0
77,0.0,3,2,140000.0
44,0.0,8,4,200000.0
55,0.0,10,2,450000.0
62,0.0,10,5,227000.0
68,0.0,3,2,230000.0
61,0.0,7,4,261000.0
56,0.0,9,2,270000.0
27,0.0,9,4,285000.0
15,0.0,9,5,510000.0
66,0.0,2,4,296900.0
76,0.0,11,2,89000.0
51,0.0,2,4,690000.0
7,0.0,3,4,240000.0
24,0.0,8,5,285000.0
41,0.0,10,2,530000.0
20,0.0,4,5,287000.0
27,0.0,9,2,119500.0
60,0.0,9,2,220000.0
42,0.0,5,5,210000.0
59,0.0,5,2,375000.0
32,0.0,12,2,200000.0
68,0.0,6,2,150000.0
67,0.0,7,4,242500.0
18,0.0,6,2,200000.0
63,0.0,6,1,161000.0
79,0.0,2,1,80000.0
61,1.0,4,5,285000.0
7,0.0,11,2,210000.0
93,0.0,11,2,277800.0
55,0.0,9,4,275000.0
78,0.0,5,1,75000.0
12,0.0,12,4,345000.0
15,0.0,11,5,740000.0
25,0.0,10,5,860000.0
19,0.0,3,2,285000.0
48,0.0,12,2,300000.0
91,0.0,12,4,875000.0
48,0.0,4,2,182500.0
9,0.0,11,4,390000.0
58,1.0,12,4,256000.0
52,0.0,3,2,435000.0
50,0.0,1,4,335000.0
3,0.0,7,5,590000.0
75,0.0,10,2,210000.0
82,0.0,1,5,450000.0
60,0.0,3,2,665000.0
40,0.0,6,4,347500.0
47,0.0,4,2,625000.0
18,1.0,11,4,650000.0
28,0.0,2,5,232000.0
9,0.0,8,5,430000.0
45,0.0,8,4,470000.0
55,0.0,4,4,280000.0
41,0.0,11,2,332000.0
61,0.0,7,1,178000.0
75,0.0,4,4,205000.0
57,0.0,8,2,765000.0
68,0.0,4,1,440000.0
70,1.0,6,4,275000.0
76,0.0,7,2,465000.0
49,0.0,3,2,140000.0
69,1.0,11,4,285000.0
80,0.0,10,5,770000.0
65,0.0,2,4,422500.0
29,1.0,3,4,250000.0
8,0.0,2,2,261000.0
50,0.0,4,4,375000.0
37,1.0,2,5,420000.0
29,0.0,8,5,237500.0
42,0.0,3,4,300000.0
45,0.0,11,2,237000.0
32,0.0,7,5,631000.0
67,0.0,9,5,145000.0
71,0.0,5,2,352000.0
66,0.0,6,5,1010000.0
25,0.0,9,2,195000.0
73,0.0,8,2,412500.0
55,0.0,7,5,195000.0
75,0.0,12,4,290000.0
8,0.0,1,2,225000.0
34,0.0,7,2,210000.0
60,0.0,12,4,285000.0
53,0.0,11,2,85000.0
41,0.0,10,4,955000.0
66,1.0,4,4,176100.0
60,0.0,1,4,142500.0
90,0.0,2,2,415000.0
7,0.0,4,4,265000.0
69,0.0,10,2,390000.0
66,1.0,8,4,283000.0
53,0.0,2,2,250000.0
43,0.0,7,4,170000.0
37,0.0,1,4,344500.0
71,0.0,11,4,220000.0
28,0.0,2,4,245000.0
58,0.0,7,4,405000.0
11,0.0,6,5,1350000.0
34,0.0,11,5,230000.0
58,1.0,9,5,290900.0
16,0.0,8,2,210000.0
44,0.0,11,5,225000.0
86,0.0,6,4,390000.0
67,0.0,9,2,147000.0
14,0.0,1,2,240000.0
25,0.0,7,2,398000.0
68,0.0,12,2,220000.0
46,0.0,10,2,175000.0
9,0.0,6,5,1070000.0
7,0.0,2,5,1195000.0
62,0.0,3,2,249000.0
56,0.0,7,2,150000.0
29,0.0,9,2,435000.0
26,0.0,12,5,2070000.0
20,1.0,12,4,285000.0
14,0.0,10,2,173500.0
71,0.0,5,4,299000.0
40,0.0,7,5,210000.0
34,0.0,8,2,170000.0
10,0.0,6,5,2100000.0
30,0.0,4,2,255000.0
16,1.0,8,4,424000.0
46,0.0,8,5,1060000.0
90,0.0,8,5,735000.0
77,0.0,6,4,280000.0
79,0.0,3,2,449900.0
