,job,marital,education,housing,loan,contact,poutcome,SubscribeTermDeposit no,SubscribeTermDeposit yes
480,entrepreneur,divorced,primary,no,yes,cellular,other,no,
481,entrepreneur,divorced,primary,yes,no,telephone,unknown,no,
482,entrepreneur,divorced,primary,yes,no,unknown,unknown,no,
483,entrepreneur,divorced,primary,yes,yes,cellular,unknown,no,
484,entrepreneur,divorced,secondary,no,no,cellular,unknown,no,
485,entrepreneur,divorced,secondary,no,no,telephone,unknown,no,
486,entrepreneur,divorced,secondary,no,no,unknown,unknown,no,
487,entrepreneur,divorced,secondary,no,yes,cellular,failure,no,
488,entrepreneur,divorced,secondary,no,yes,cellular,other,no,
489,entrepreneur,divorced,secondary,no,yes,cellular,unknown,no,
490,entrepreneur,divorced,secondary,no,yes,telephone,unknown,no,
491,entrepreneur,divorced,secondary,no,yes,unknown,unknown,no,
492,entrepreneur,divorced,secondary,yes,no,cellular,failure,yes,
493,entrepreneur,divorced,secondary,yes,no,cellular,other,,no
494,entrepreneur,divorced,secondary,yes,no,cellular,success,no,
495,entrepreneur,divorced,secondary,yes,no,cellular,unknown,no,
496,entrepreneur,divorced,secondary,yes,no,unknown,unknown,no,
497,entrepreneur,divorced,secondary,yes,yes,cellular,failure,no,
498,entrepreneur,divorced,secondary,yes,yes,cellular,unknown,no,
499,entrepreneur,divorced,secondary,yes,yes,unknown,unknown,no,
500,entrepreneur,divorced,tertiary,no,no,cellular,failure,no,
501,entrepreneur,divorced,tertiary,no,no,cellular,success,no,
502,entrepreneur,divorced,tertiary,no,no,cellular,unknown,no,
503,entrepreneur,divorced,tertiary,no,no,telephone,unknown,no,
504,entrepreneur,divorced,tertiary,no,no,unknown,unknown,no,no
505,entrepreneur,divorced,tertiary,no,yes,cellular,unknown,no,
506,entrepreneur,divorced,tertiary,no,yes,unknown,unknown,no,
507,entrepreneur,divorced,tertiary,yes,no,cellular,failure,no,
508,entrepreneur,divorced,tertiary,yes,no,cellular,other,no,
509,entrepreneur,divorced,tertiary,yes,no,cellular,unknown,no,no
510,entrepreneur,divorced,tertiary,yes,no,telephone,unknown,no,
511,entrepreneur,divorced,tertiary,yes,no,unknown,unknown,no,no
512,entrepreneur,divorced,tertiary,yes,yes,cellular,failure,no,
513,entrepreneur,divorced,tertiary,yes,yes,cellular,unknown,no,
514,entrepreneur,divorced,tertiary,yes,yes,unknown,unknown,no,
515,entrepreneur,divorced,unknown,no,no,unknown,unknown,no,
516,entrepreneur,divorced,unknown,yes,no,cellular,unknown,,yes
517,entrepreneur,divorced,unknown,yes,no,telephone,failure,yes,
518,entrepreneur,divorced,unknown,yes,no,unknown,unknown,no,
519,entrepreneur,divorced,unknown,yes,yes,unknown,unknown,no,
520,entrepreneur,married,primary,no,no,cellular,failure,no,
521,entrepreneur,married,primary,no,no,cellular,other,yes,
522,entrepreneur,married,primary,no,no,cellular,success,no,
523,entrepreneur,married,primary,no,no,cellular,unknown,no,
524,entrepreneur,married,primary,no,no,telephone,failure,no,
525,entrepreneur,married,primary,no,no,telephone,other,no,
526,entrepreneur,married,primary,no,no,telephone,unknown,no,
527,entrepreneur,married,primary,no,no,unknown,unknown,no,
528,entrepreneur,married,primary,no,yes,cellular,unknown,no,no
529,entrepreneur,married,primary,no,yes,telephone,unknown,no,
530,entrepreneur,married,primary,no,yes,unknown,unknown,no,
531,entrepreneur,married,primary,yes,no,cellular,failure,no,
532,entrepreneur,married,primary,yes,no,cellular,other,no,
533,entrepreneur,married,primary,yes,no,cellular,unknown,yes,
534,entrepreneur,married,primary,yes,no,telephone,failure,no,
535,entrepreneur,married,primary,yes,no,telephone,unknown,no,
536,entrepreneur,married,primary,yes,no,unknown,unknown,no,no
537,entrepreneur,married,primary,yes,yes,cellular,failure,no,
538,entrepreneur,married,primary,yes,yes,cellular,unknown,no,no
539,entrepreneur,married,primary,yes,yes,telephone,failure,no,
540,entrepreneur,married,primary,yes,yes,telephone,unknown,no,
541,entrepreneur,married,primary,yes,yes,unknown,unknown,no,
542,entrepreneur,married,secondary,no,no,cellular,failure,yes,
543,entrepreneur,married,secondary,no,no,cellular,other,no,
544,entrepreneur,married,secondary,no,no,cellular,success,no,
545,entrepreneur,married,secondary,no,no,cellular,unknown,no,no
546,entrepreneur,married,secondary,no,no,telephone,success,yes,
547,entrepreneur,married,secondary,no,no,telephone,unknown,no,
548,entrepreneur,married,secondary,no,no,unknown,unknown,no,no
549,entrepreneur,married,secondary,no,yes,cellular,failure,no,
550,entrepreneur,married,secondary,no,yes,cellular,other,no,
551,entrepreneur,married,secondary,no,yes,cellular,unknown,no,no
552,entrepreneur,married,secondary,no,yes,telephone,unknown,no,
553,entrepreneur,married,secondary,no,yes,unknown,unknown,no,no
554,entrepreneur,married,secondary,yes,no,cellular,failure,yes,no
555,entrepreneur,married,secondary,yes,no,cellular,other,no,
556,entrepreneur,married,secondary,yes,no,cellular,unknown,no,no
557,entrepreneur,married,secondary,yes,no,telephone,failure,yes,
558,entrepreneur,married,secondary,yes,no,telephone,unknown,no,
559,entrepreneur,married,secondary,yes,no,unknown,unknown,no,no
560,entrepreneur,married,secondary,yes,yes,cellular,failure,no,
561,entrepreneur,married,secondary,yes,yes,cellular,other,no,
562,entrepreneur,married,secondary,yes,yes,cellular,unknown,no,
563,entrepreneur,married,secondary,yes,yes,unknown,unknown,no,no
564,entrepreneur,married,tertiary,no,no,cellular,failure,no,
565,entrepreneur,married,tertiary,no,no,cellular,success,no,
566,entrepreneur,married,tertiary,no,no,cellular,unknown,yes,no
567,entrepreneur,married,tertiary,no,no,telephone,failure,no,
568,entrepreneur,married,tertiary,no,no,telephone,success,yes,
569,entrepreneur,married,tertiary,no,no,telephone,unknown,no,
570,entrepreneur,married,tertiary,no,no,unknown,failure,no,
571,entrepreneur,married,tertiary,no,no,unknown,unknown,no,no
572,entrepreneur,married,tertiary,no,yes,cellular,failure,no,
573,entrepreneur,married,tertiary,no,yes,cellular,other,no,
574,entrepreneur,married,tertiary,no,yes,cellular,success,no,
575,entrepreneur,married,tertiary,no,yes,cellular,unknown,no,no
576,entrepreneur,married,tertiary,no,yes,telephone,unknown,no,no
577,entrepreneur,married,tertiary,no,yes,unknown,unknown,no,
578,entrepreneur,married,tertiary,yes,no,cellular,failure,no,
579,entrepreneur,married,tertiary,yes,no,cellular,other,no,
580,entrepreneur,married,tertiary,yes,no,cellular,success,no,
581,entrepreneur,married,tertiary,yes,no,cellular,unknown,no,yes
582,entrepreneur,married,tertiary,yes,no,telephone,failure,no,
583,entrepreneur,married,tertiary,yes,no,telephone,unknown,no,
584,entrepreneur,married,tertiary,yes,no,unknown,unknown,no,no
585,entrepreneur,married,tertiary,yes,yes,cellular,failure,no,
586,entrepreneur,married,tertiary,yes,yes,cellular,other,no,
587,entrepreneur,married,tertiary,yes,yes,cellular,unknown,no,
588,entrepreneur,married,tertiary,yes,yes,telephone,unknown,no,
589,entrepreneur,married,tertiary,yes,yes,unknown,unknown,no,no
590,entrepreneur,married,unknown,no,no,cellular,failure,no,
591,entrepreneur,married,unknown,no,no,cellular,unknown,no,
592,entrepreneur,married,unknown,no,no,telephone,unknown,no,
593,entrepreneur,married,unknown,no,no,unknown,unknown,no,
594,entrepreneur,married,unknown,no,yes,cellular,unknown,no,
595,entrepreneur,married,unknown,no,yes,unknown,unknown,no,
596,entrepreneur,married,unknown,yes,no,cellular,failure,no,
597,entrepreneur,married,unknown,yes,no,cellular,other,no,
598,entrepreneur,married,unknown,yes,no,cellular,unknown,no,
599,entrepreneur,married,unknown,yes,no,telephone,other,no,
600,entrepreneur,married,unknown,yes,no,unknown,unknown,no,no
601,entrepreneur,married,unknown,yes,yes,cellular,failure,no,
602,entrepreneur,married,unknown,yes,yes,cellular,unknown,no,no
603,entrepreneur,married,unknown,yes,yes,unknown,unknown,no,
604,entrepreneur,single,primary,no,no,cellular,failure,no,
605,entrepreneur,single,primary,no,no,cellular,unknown,no,
606,entrepreneur,single,primary,no,no,unknown,unknown,no,
607,entrepreneur,single,primary,no,yes,cellular,failure,no,
608,entrepreneur,single,primary,no,yes,cellular,unknown,no,
609,entrepreneur,single,primary,no,yes,unknown,unknown,no,
610,entrepreneur,single,primary,yes,no,cellular,failure,no,
611,entrepreneur,single,primary,yes,no,cellular,unknown,no,
612,entrepreneur,single,primary,yes,no,unknown,unknown,no,
613,entrepreneur,single,primary,yes,yes,cellular,unknown,,no
614,entrepreneur,single,primary,yes,yes,unknown,unknown,yes,
615,entrepreneur,single,secondary,no,no,cellular,failure,yes,
616,entrepreneur,single,secondary,no,no,cellular,success,no,
617,entrepreneur,single,secondary,no,no,cellular,unknown,no,
618,entrepreneur,single,secondary,no,no,telephone,unknown,yes,
619,entrepreneur,single,secondary,no,no,unknown,unknown,no,
620,entrepreneur,single,secondary,no,yes,cellular,unknown,no,no
621,entrepreneur,single,secondary,no,yes,unknown,unknown,no,
622,entrepreneur,single,secondary,yes,no,cellular,failure,no,
623,entrepreneur,single,secondary,yes,no,cellular,unknown,no,no
624,entrepreneur,single,secondary,yes,no,telephone,unknown,no,
625,entrepreneur,single,secondary,yes,no,unknown,unknown,no,
626,entrepreneur,single,secondary,yes,yes,cellular,unknown,no,
627,entrepreneur,single,secondary,yes,yes,unknown,unknown,no,
628,entrepreneur,single,tertiary,no,no,cellular,failure,no,
629,entrepreneur,single,tertiary,no,no,cellular,other,yes,
630,entrepreneur,single,tertiary,no,no,cellular,unknown,no,
631,entrepreneur,single,tertiary,no,no,unknown,unknown,no,no
632,entrepreneur,single,tertiary,no,yes,cellular,failure,no,
633,entrepreneur,single,tertiary,no,yes,cellular,other,no,
634,entrepreneur,single,tertiary,no,yes,cellular,unknown,no,no
635,entrepreneur,single,tertiary,no,yes,telephone,unknown,,no
636,entrepreneur,single,tertiary,no,yes,unknown,unknown,no,
637,entrepreneur,single,tertiary,yes,no,cellular,failure,no,
638,entrepreneur,single,tertiary,yes,no,cellular,other,no,
639,entrepreneur,single,tertiary,yes,no,cellular,success,yes,
640,entrepreneur,single,tertiary,yes,no,cellular,unknown,no,no
641,entrepreneur,single,tertiary,yes,no,telephone,failure,no,
642,entrepreneur,single,tertiary,yes,no,unknown,unknown,no,no
643,entrepreneur,single,tertiary,yes,yes,cellular,failure,no,
644,entrepreneur,single,tertiary,yes,yes,cellular,other,no,
645,entrepreneur,single,tertiary,yes,yes,cellular,success,,no
646,entrepreneur,single,tertiary,yes,yes,cellular,unknown,no,yes
647,entrepreneur,single,tertiary,yes,yes,unknown,unknown,no,no
648,entrepreneur,single,unknown,no,no,cellular,failure,yes,
649,entrepreneur,single,unknown,no,no,cellular,success,no,
650,entrepreneur,single,unknown,no,no,cellular,unknown,no,
651,entrepreneur,single,unknown,no,no,unknown,unknown,no,
652,entrepreneur,single,unknown,yes,no,cellular,unknown,no,
653,entrepreneur,single,unknown,yes,no,unknown,unknown,no,
654,entrepreneur,single,unknown,yes,yes,cellular,unknown,no,
655,housemaid,divorced,primary,no,no,cellular,failure,no,
656,housemaid,divorced,primary,no,no,cellular,other,yes,
657,housemaid,divorced,primary,no,no,cellular,success,yes,
658,housemaid,divorced,primary,no,no,cellular,unknown,yes,
659,housemaid,divorced,primary,no,no,telephone,success,yes,
660,housemaid,divorced,primary,no,no,telephone,unknown,yes,
661,housemaid,divorced,primary,no,no,unknown,unknown,no,yes
662,housemaid,divorced,primary,no,yes,cellular,unknown,,no
663,housemaid,divorced,primary,no,yes,telephone,unknown,no,
664,housemaid,divorced,primary,no,yes,unknown,unknown,no,
665,housemaid,divorced,primary,yes,no,cellular,failure,no,
666,housemaid,divorced,primary,yes,no,cellular,other,no,
667,housemaid,divorced,primary,yes,no,cellular,unknown,yes,
668,housemaid,divorced,primary,yes,no,telephone,unknown,no,
669,housemaid,divorced,primary,yes,no,unknown,unknown,no,
670,housemaid,divorced,primary,yes,yes,cellular,failure,no,
671,housemaid,divorced,primary,yes,yes,cellular,unknown,no,
672,housemaid,divorced,secondary,no,no,cellular,failure,no,
673,housemaid,divorced,secondary,no,no,cellular,other,no,
674,housemaid,divorced,secondary,no,no,cellular,success,yes,
675,housemaid,divorced,secondary,no,no,cellular,unknown,no,no
676,housemaid,divorced,secondary,no,no,telephone,failure,no,
677,housemaid,divorced,secondary,no,no,telephone,unknown,no,
678,housemaid,divorced,secondary,no,no,unknown,unknown,no,no
679,housemaid,divorced,secondary,no,yes,cellular,other,no,
680,housemaid,divorced,secondary,no,yes,cellular,unknown,no,
681,housemaid,divorced,secondary,yes,no,cellular,failure,no,
682,housemaid,divorced,secondary,yes,no,cellular,other,no,
683,housemaid,divorced,secondary,yes,no,cellular,unknown,no,
684,housemaid,divorced,secondary,yes,no,telephone,unknown,no,
685,housemaid,divorced,secondary,yes,no,unknown,unknown,no,
686,housemaid,divorced,secondary,yes,yes,cellular,unknown,no,
687,housemaid,divorced,secondary,yes,yes,unknown,unknown,no,
688,housemaid,divorced,tertiary,no,no,cellular,failure,no,
689,housemaid,divorced,tertiary,no,no,cellular,other,no,
690,housemaid,divorced,tertiary,no,no,cellular,unknown,no,
691,housemaid,divorced,tertiary,no,no,unknown,unknown,no,
692,housemaid,divorced,tertiary,no,yes,cellular,unknown,no,
693,housemaid,divorced,tertiary,no,yes,unknown,unknown,no,
694,housemaid,divorced,tertiary,yes,no,cellular,unknown,no,
695,housemaid,divorced,tertiary,yes,no,unknown,unknown,no,
696,housemaid,divorced,unknown,no,no,cellular,unknown,no,
697,housemaid,divorced,unknown,no,no,telephone,unknown,no,
698,housemaid,divorced,unknown,no,no,unknown,unknown,no,
699,housemaid,divorced,unknown,yes,no,unknown,unknown,no,
700,housemaid,married,primary,no,no,cellular,failure,no,
701,housemaid,married,primary,no,no,cellular,other,no,
702,housemaid,married,primary,no,no,cellular,success,no,
703,housemaid,married,primary,no,no,cellular,unknown,no,no
704,housemaid,married,primary,no,no,telephone,failure,no,
705,housemaid,married,primary,no,no,telephone,other,no,
706,housemaid,married,primary,no,no,telephone,unknown,no,
707,housemaid,married,primary,no,no,unknown,unknown,no,no
708,housemaid,married,primary,no,yes,cellular,failure,no,
709,housemaid,married,primary,no,yes,cellular,unknown,no,
710,housemaid,married,primary,no,yes,telephone,unknown,no,
711,housemaid,married,primary,no,yes,unknown,unknown,no,no
712,housemaid,married,primary,yes,no,cellular,failure,no,
713,housemaid,married,primary,yes,no,cellular,unknown,no,
714,housemaid,married,primary,yes,no,telephone,failure,no,
715,housemaid,married,primary,yes,no,telephone,unknown,no,
716,housemaid,married,primary,yes,no,unknown,unknown,no,
717,housemaid,married,primary,yes,yes,cellular,failure,no,
718,housemaid,married,primary,yes,yes,cellular,other,no,
719,housemaid,married,primary,yes,yes,cellular,unknown,no,
720,housemaid,married,primary,yes,yes,telephone,failure,no,
721,housemaid,married,primary,yes,yes,telephone,unknown,no,
722,housemaid,married,primary,yes,yes,unknown,unknown,no,no
723,housemaid,married,secondary,no,no,cellular,failure,no,
724,housemaid,married,secondary,no,no,cellular,other,no,
725,housemaid,married,secondary,no,no,cellular,success,no,
726,housemaid,married,secondary,no,no,cellular,unknown,no,no
727,housemaid,married,secondary,no,no,telephone,failure,no,
728,housemaid,married,secondary,no,no,telephone,other,no,
729,housemaid,married,secondary,no,no,telephone,success,no,
730,housemaid,married,secondary,no,no,telephone,unknown,no,
731,housemaid,married,secondary,no,no,unknown,unknown,no,
732,housemaid,married,secondary,no,yes,cellular,unknown,no,no
733,housemaid,married,secondary,no,yes,telephone,failure,no,
734,housemaid,married,secondary,no,yes,telephone,unknown,no,
735,housemaid,married,secondary,no,yes,unknown,unknown,no,
736,housemaid,married,secondary,yes,no,cellular,failure,no,
737,housemaid,married,secondary,yes,no,cellular,other,no,
738,housemaid,married,secondary,yes,no,cellular,success,no,
739,housemaid,married,secondary,yes,no,cellular,unknown,no,no
740,housemaid,married,secondary,yes,no,telephone,unknown,no,
741,housemaid,married,secondary,yes,no,unknown,unknown,no,no
742,housemaid,married,secondary,yes,yes,cellular,failure,no,no
743,housemaid,married,secondary,yes,yes,cellular,unknown,no,no
744,housemaid,married,secondary,yes,yes,telephone,unknown,no,
745,housemaid,married,secondary,yes,yes,unknown,unknown,no,
746,housemaid,married,tertiary,no,no,cellular,failure,no,
747,housemaid,married,tertiary,no,no,cellular,success,no,
748,housemaid,married,tertiary,no,no,cellular,unknown,no,
749,housemaid,married,tertiary,no,no,telephone,failure,no,
750,housemaid,married,tertiary,no,no,telephone,unknown,no,
751,housemaid,married,tertiary,no,no,unknown,unknown,no,
752,housemaid,married,tertiary,no,yes,cellular,unknown,no,
753,housemaid,married,tertiary,no,yes,unknown,unknown,no,
754,housemaid,married,tertiary,yes,no,cellular,failure,no,
755,housemaid,married,tertiary,yes,no,cellular,unknown,no,
756,housemaid,married,tertiary,yes,no,telephone,other,no,
757,housemaid,married,tertiary,yes,no,telephone,unknown,no,
758,housemaid,married,tertiary,yes,no,unknown,unknown,no,no
759,housemaid,married,tertiary,yes,yes,cellular,unknown,no,
760,housemaid,married,tertiary,yes,yes,unknown,unknown,no,
761,housemaid,married,unknown,no,no,cellular,other,yes,
762,housemaid,married,unknown,no,no,cellular,unknown,no,
763,housemaid,married,unknown,no,no,telephone,unknown,no,
764,housemaid,married,unknown,no,no,unknown,unknown,no,
765,housemaid,married,unknown,no,yes,cellular,unknown,no,
766,housemaid,married,unknown,no,yes,telephone,unknown,,no
767,housemaid,married,unknown,yes,no,cellular,failure,no,
768,housemaid,married,unknown,yes,no,cellular,other,yes,
769,housemaid,married,unknown,yes,no,cellular,success,no,
770,housemaid,married,unknown,yes,no,cellular,unknown,no,
771,housemaid,single,primary,no,no,cellular,failure,yes,
772,housemaid,single,primary,no,no,cellular,other,no,
773,housemaid,single,primary,no,no,cellular,success,yes,
774,housemaid,single,primary,no,no,cellular,unknown,no,
775,housemaid,single,primary,no,no,telephone,unknown,yes,
776,housemaid,single,primary,no,no,unknown,unknown,no,
777,housemaid,single,primary,no,yes,cellular,unknown,no,
778,housemaid,single,primary,yes,no,cellular,failure,no,
779,housemaid,single,primary,yes,no,cellular,unknown,no,
780,housemaid,single,primary,yes,no,telephone,unknown,no,
781,housemaid,single,primary,yes,no,unknown,unknown,no,
782,housemaid,single,primary,yes,yes,cellular,unknown,,no
783,housemaid,single,secondary,no,no,cellular,failure,no,
784,housemaid,single,secondary,no,no,cellular,other,no,
785,housemaid,single,secondary,no,no,cellular,unknown,yes,
786,housemaid,single,secondary,no,no,telephone,failure,no,
787,housemaid,single,secondary,no,no,telephone,unknown,no,
788,housemaid,single,secondary,no,no,unknown,unknown,no,
789,housemaid,single,secondary,no,yes,cellular,unknown,no,no
790,housemaid,single,secondary,yes,no,cellular,failure,no,
791,housemaid,single,secondary,yes,no,cellular,other,no,
792,housemaid,single,secondary,yes,no,cellular,success,yes,
793,housemaid,single,secondary,yes,no,cellular,unknown,no,
794,housemaid,single,secondary,yes,no,telephone,unknown,no,
795,housemaid,single,secondary,yes,no,unknown,unknown,no,
796,housemaid,single,secondary,yes,yes,cellular,unknown,no,
797,housemaid,single,tertiary,no,no,cellular,failure,no,
798,housemaid,single,tertiary,no,no,cellular,success,yes,
799,housemaid,single,tertiary,no,no,cellular,unknown,no,
800,housemaid,single,tertiary,no,no,telephone,failure,no,
801,housemaid,single,tertiary,no,no,telephone,unknown,no,
802,housemaid,single,tertiary,no,no,unknown,unknown,no,
803,housemaid,single,tertiary,yes,no,cellular,failure,no,
804,housemaid,single,tertiary,yes,no,cellular,other,no,
805,housemaid,single,tertiary,yes,no,cellular,unknown,no,
806,housemaid,single,tertiary,yes,yes,cellular,unknown,no,
807,housemaid,single,tertiary,yes,yes,unknown,unknown,no,
808,housemaid,single,unknown,no,no,cellular,unknown,no,
809,housemaid,single,unknown,no,no,telephone,unknown,no,
810,housemaid,single,unknown,no,no,unknown,unknown,no,
811,management,divorced,primary,no,no,cellular,other,no,
812,management,divorced,primary,no,no,cellular,unknown,no,
813,management,divorced,primary,no,no,telephone,unknown,no,
814,management,divorced,primary,no,no,unknown,unknown,no,
815,management,divorced,primary,no,yes,cellular,unknown,no,
816,management,divorced,primary,no,yes,telephone,unknown,no,
817,management,divorced,primary,yes,no,cellular,other,no,
818,management,divorced,primary,yes,no,cellular,unknown,no,
819,management,divorced,primary,yes,no,telephone,unknown,,no
820,management,divorced,primary,yes,no,unknown,unknown,no,
821,management,divorced,primary,yes,yes,cellular,unknown,no,
822,management,divorced,secondary,no,no,cellular,failure,no,
823,management,divorced,secondary,no,no,cellular,unknown,no,no
824,management,divorced,secondary,no,no,telephone,unknown,yes,
825,management,divorced,secondary,no,no,unknown,unknown,no,
826,management,divorced,secondary,no,yes,cellular,other,no,
827,management,divorced,secondary,no,yes,cellular,unknown,no,
828,management,divorced,secondary,no,yes,telephone,unknown,no,
829,management,divorced,secondary,no,yes,unknown,unknown,no,
830,management,divorced,secondary,yes,no,cellular,failure,no,
831,management,divorced,secondary,yes,no,cellular,other,no,
832,management,divorced,secondary,yes,no,cellular,success,no,
833,management,divorced,secondary,yes,no,cellular,unknown,no,
834,management,divorced,secondary,yes,no,telephone,failure,no,
835,management,divorced,secondary,yes,no,telephone,unknown,no,
836,management,divorced,secondary,yes,no,unknown,unknown,yes,no
837,management,divorced,secondary,yes,yes,cellular,unknown,no,
838,management,divorced,secondary,yes,yes,unknown,unknown,no,
839,management,divorced,tertiary,no,no,cellular,failure,no,
840,management,divorced,tertiary,no,no,cellular,other,no,
841,management,divorced,tertiary,no,no,cellular,success,no,
842,management,divorced,tertiary,no,no,cellular,unknown,no,no
843,management,divorced,tertiary,no,no,telephone,unknown,no,
844,management,divorced,tertiary,no,no,unknown,unknown,no,no
845,management,divorced,tertiary,no,yes,cellular,failure,no,no
846,management,divorced,tertiary,no,yes,cellular,success,no,
847,management,divorced,tertiary,no,yes,cellular,unknown,yes,no
848,management,divorced,tertiary,no,yes,telephone,unknown,no,no
849,management,divorced,tertiary,no,yes,unknown,unknown,no,no
850,management,divorced,tertiary,yes,no,cellular,failure,no,
851,management,divorced,tertiary,yes,no,cellular,other,no,
852,management,divorced,tertiary,yes,no,cellular,success,no,
853,management,divorced,tertiary,yes,no,cellular,unknown,no,no
854,management,divorced,tertiary,yes,no,telephone,failure,no,
855,management,divorced,tertiary,yes,no,telephone,other,no,
856,management,divorced,tertiary,yes,no,telephone,success,no,
857,management,divorced,tertiary,yes,no,telephone,unknown,no,no
858,management,divorced,tertiary,yes,no,unknown,other,no,
859,management,divorced,tertiary,yes,no,unknown,unknown,no,no
860,management,divorced,tertiary,yes,yes,cellular,failure,no,no
861,management,divorced,tertiary,yes,yes,cellular,other,no,
862,management,divorced,tertiary,yes,yes,cellular,unknown,no,no
863,management,divorced,tertiary,yes,yes,telephone,success,no,
864,management,divorced,tertiary,yes,yes,telephone,unknown,yes,
865,management,divorced,tertiary,yes,yes,unknown,other,no,
866,management,divorced,tertiary,yes,yes,unknown,unknown,no,no
867,management,divorced,unknown,no,no,cellular,failure,yes,
868,management,divorced,unknown,no,no,cellular,other,yes,
869,management,divorced,unknown,no,no,cellular,success,no,
870,management,divorced,unknown,no,no,cellular,unknown,no,
871,management,divorced,unknown,no,no,unknown,success,no,
872,management,divorced,unknown,no,no,unknown,unknown,no,
873,management,divorced,unknown,no,yes,cellular,unknown,no,
874,management,divorced,unknown,yes,no,cellular,unknown,no,
875,management,divorced,unknown,yes,no,unknown,unknown,no,
876,management,divorced,unknown,yes,yes,cellular,unknown,no,
877,management,divorced,unknown,yes,yes,unknown,unknown,no,
878,management,married,primary,no,no,cellular,failure,no,
879,management,married,primary,no,no,cellular,other,no,
880,management,married,primary,no,no,cellular,success,yes,
881,management,married,primary,no,no,cellular,unknown,no,
882,management,married,primary,no,no,telephone,failure,yes,
883,management,married,primary,no,no,telephone,unknown,no,
884,management,married,primary,no,no,unknown,unknown,no,
885,management,married,primary,no,yes,cellular,failure,no,
886,management,married,primary,no,yes,cellular,unknown,no,
887,management,married,primary,no,yes,telephone,unknown,no,
888,management,married,primary,no,yes,unknown,unknown,no,no
889,management,married,primary,yes,no,cellular,failure,no,
890,management,married,primary,yes,no,cellular,success,no,
891,management,married,primary,yes,no,cellular,unknown,no,
892,management,married,primary,yes,no,telephone,failure,no,
893,management,married,primary,yes,no,telephone,unknown,no,no
894,management,married,primary,yes,no,unknown,unknown,no,
895,management,married,primary,yes,yes,cellular,failure,no,no
896,management,married,primary,yes,yes,cellular,unknown,no,no
897,management,married,primary,yes,yes,telephone,unknown,no,
898,management,married,primary,yes,yes,unknown,unknown,no,no
899,management,married,secondary,no,no,cellular,failure,no,
900,management,married,secondary,no,no,cellular,other,yes,
901,management,married,secondary,no,no,cellular,success,yes,
902,management,married,secondary,no,no,cellular,unknown,no,no
903,management,married,secondary,no,no,telephone,failure,no,
904,management,married,secondary,no,no,telephone,success,no,
905,management,married,secondary,no,no,telephone,unknown,no,
906,management,married,secondary,no,no,unknown,failure,no,
907,management,married,secondary,no,no,unknown,unknown,no,
908,management,married,secondary,no,yes,cellular,failure,no,
909,management,married,secondary,no,yes,cellular,other,no,
910,management,married,secondary,no,yes,cellular,success,yes,
911,management,married,secondary,no,yes,cellular,unknown,no,no
912,management,married,secondary,no,yes,telephone,failure,no,
913,management,married,secondary,no,yes,telephone,unknown,no,
914,management,married,secondary,no,yes,unknown,unknown,no,no
915,management,married,secondary,yes,no,cellular,failure,no,yes
916,management,married,secondary,yes,no,cellular,other,no,
917,management,married,secondary,yes,no,cellular,success,no,
918,management,married,secondary,yes,no,cellular,unknown,no,no
919,management,married,secondary,yes,no,telephone,failure,no,
920,management,married,secondary,yes,no,telephone,other,no,
921,management,married,secondary,yes,no,telephone,unknown,no,
922,management,married,secondary,yes,no,unknown,unknown,no,no
923,management,married,secondary,yes,yes,cellular,failure,no,
924,management,married,secondary,yes,yes,cellular,other,no,
925,management,married,secondary,yes,yes,cellular,unknown,no,
926,management,married,secondary,yes,yes,telephone,unknown,yes,
927,management,married,secondary,yes,yes,unknown,unknown,no,
928,management,married,tertiary,no,no,cellular,failure,no,no
929,management,married,tertiary,no,no,cellular,other,no,
930,management,married,tertiary,no,no,cellular,success,yes,
931,management,married,tertiary,no,no,cellular,unknown,no,no
932,management,married,tertiary,no,no,telephone,failure,no,
933,management,married,tertiary,no,no,telephone,other,no,
934,management,married,tertiary,no,no,telephone,success,no,
935,management,married,tertiary,no,no,telephone,unknown,yes,
936,management,married,tertiary,no,no,unknown,failure,no,
937,management,married,tertiary,no,no,unknown,unknown,no,no
938,management,married,tertiary,no,yes,cellular,failure,no,no
939,management,married,tertiary,no,yes,cellular,other,yes,
940,management,married,tertiary,no,yes,cellular,success,yes,
941,management,married,tertiary,no,yes,cellular,unknown,no,no
942,management,married,tertiary,no,yes,telephone,failure,no,
943,management,married,tertiary,no,yes,telephone,other,no,
944,management,married,tertiary,no,yes,telephone,unknown,no,
945,management,married,tertiary,no,yes,unknown,failure,no,
946,management,married,tertiary,no,yes,unknown,unknown,no,no
947,management,married,tertiary,yes,no,cellular,failure,no,
948,management,married,tertiary,yes,no,cellular,other,no,no
949,management,married,tertiary,yes,no,cellular,success,no,
950,management,married,tertiary,yes,no,cellular,unknown,no,no
951,management,married,tertiary,yes,no,telephone,failure,no,
952,management,married,tertiary,yes,no,telephone,other,no,
953,management,married,tertiary,yes,no,telephone,success,no,
954,management,married,tertiary,yes,no,telephone,unknown,no,no
955,management,married,tertiary,yes,no,unknown,other,no,
956,management,married,tertiary,yes,no,unknown,unknown,no,no
957,management,married,tertiary,yes,yes,cellular,failure,yes,
958,management,married,tertiary,yes,yes,cellular,other,no,
959,management,married,tertiary,yes,yes,cellular,success,yes,
960,management,married,tertiary,yes,yes,cellular,unknown,no,no
961,management,married,tertiary,yes,yes,telephone,failure,no,
