,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Prior_purchases,Product_importance,ArrivedLate F,ArrivedLate M
653,B,Flight,3,1,8,high,No,
654,B,Flight,3,2,2,low,Yes,
655,B,Flight,3,2,2,medium,No,No
656,B,Flight,3,2,3,low,No,No
657,B,Flight,3,2,3,medium,Yes,No
658,B,Flight,3,2,4,medium,Yes,
659,B,Flight,3,2,5,low,,Yes
660,B,Flight,3,2,5,medium,,No
661,B,Flight,3,2,10,high,,No
662,B,Flight,3,3,2,low,No,Yes
663,B,Flight,3,3,2,medium,Yes,No
664,B,Flight,3,3,3,low,Yes,No
665,B,Flight,3,3,3,medium,,Yes
666,B,Flight,3,3,4,low,,No
667,B,Flight,3,3,4,medium,,Yes
668,B,Flight,3,3,7,medium,,Yes
669,B,Flight,3,3,8,medium,,Yes
670,B,Flight,3,4,2,medium,No,Yes
671,B,Flight,3,4,3,low,No,No
672,B,Flight,3,4,3,medium,Yes,
673,B,Flight,3,4,4,medium,No,No
674,B,Flight,3,4,6,medium,No,
675,B,Flight,3,5,2,low,Yes,Yes
676,B,Flight,3,5,2,medium,Yes,
677,B,Flight,3,5,3,high,Yes,Yes
678,B,Flight,3,5,3,low,Yes,No
679,B,Flight,3,5,3,medium,Yes,No
680,B,Flight,3,5,4,low,,Yes
681,B,Flight,3,5,4,medium,Yes,
682,B,Flight,3,5,5,low,,Yes
683,B,Flight,3,5,6,high,,No
684,B,Flight,4,1,2,low,,No
685,B,Flight,4,1,2,medium,No,
686,B,Flight,4,1,3,low,,Yes
687,B,Flight,4,1,3,medium,Yes,No
688,B,Flight,4,1,4,low,No,
689,B,Flight,4,1,4,medium,,No
690,B,Flight,4,1,5,low,Yes,
691,B,Flight,4,1,5,medium,No,
692,B,Flight,4,1,6,low,,No
693,B,Flight,4,1,7,low,,Yes
694,B,Flight,4,1,7,medium,Yes,
695,B,Flight,4,2,2,low,Yes,Yes
696,B,Flight,4,2,2,medium,,No
697,B,Flight,4,2,3,high,No,
698,B,Flight,4,2,3,low,Yes,Yes
699,B,Flight,4,2,3,medium,No,Yes
700,B,Flight,4,2,4,low,No,No
701,B,Flight,4,2,4,medium,,Yes
702,B,Flight,4,2,5,low,No,
703,B,Flight,4,2,5,medium,Yes,No
704,B,Flight,4,2,7,medium,,Yes
705,B,Flight,4,2,10,low,No,
706,B,Flight,4,3,2,high,No,Yes
707,B,Flight,4,3,2,medium,Yes,Yes
708,B,Flight,4,3,3,low,No,Yes
709,B,Flight,4,3,3,medium,No,No
710,B,Flight,4,3,4,medium,Yes,Yes
711,B,Flight,4,3,5,low,,No
712,B,Flight,4,3,6,low,No,
713,B,Flight,4,3,8,low,,Yes
714,B,Flight,4,3,8,medium,No,
715,B,Flight,4,4,2,low,Yes,
716,B,Flight,4,4,2,medium,,Yes
717,B,Flight,4,4,3,low,Yes,Yes
718,B,Flight,4,4,5,medium,,No
719,B,Flight,4,5,2,high,,Yes
720,B,Flight,4,5,2,low,Yes,Yes
721,B,Flight,4,5,2,medium,,Yes
722,B,Flight,4,5,3,high,No,
723,B,Flight,4,5,3,low,,Yes
724,B,Flight,4,5,3,medium,Yes,No
725,B,Flight,4,5,4,low,No,
726,B,Flight,4,5,5,medium,Yes,
727,B,Flight,5,1,2,high,,No
728,B,Flight,5,1,2,medium,Yes,Yes
729,B,Flight,5,1,3,low,No,
730,B,Flight,5,1,4,low,No,
731,B,Flight,5,1,5,low,No,Yes
732,B,Flight,5,1,5,medium,Yes,No
733,B,Flight,5,1,6,medium,No,
734,B,Flight,5,2,2,low,Yes,
735,B,Flight,5,2,3,high,,Yes
736,B,Flight,5,2,3,low,,Yes
737,B,Flight,5,2,3,medium,,Yes
738,B,Flight,5,2,5,low,Yes,Yes
739,B,Flight,5,2,5,medium,,No
740,B,Flight,5,3,2,high,Yes,
741,B,Flight,5,3,2,low,,Yes
742,B,Flight,5,3,2,medium,,Yes
743,B,Flight,5,3,3,low,No,
744,B,Flight,5,3,3,medium,No,Yes
745,B,Flight,5,3,4,medium,Yes,
746,B,Flight,5,3,5,low,Yes,
747,B,Flight,5,3,5,medium,Yes,No
748,B,Flight,5,3,7,medium,Yes,
749,B,Flight,5,4,2,high,No,
750,B,Flight,5,4,2,low,Yes,
751,B,Flight,5,4,2,medium,Yes,Yes
752,B,Flight,5,4,3,high,Yes,
753,B,Flight,5,4,3,low,,Yes
754,B,Flight,5,4,3,medium,No,Yes
755,B,Flight,5,4,4,low,,Yes
756,B,Flight,5,4,5,low,Yes,No
757,B,Flight,5,4,6,medium,Yes,
758,B,Flight,5,4,8,low,,No
759,B,Flight,5,5,2,high,,Yes
760,B,Flight,5,5,2,medium,,No
761,B,Flight,5,5,3,low,Yes,No
762,B,Flight,5,5,3,medium,Yes,Yes
763,B,Flight,5,5,4,high,Yes,
764,B,Flight,5,5,4,low,No,
765,B,Flight,5,5,4,medium,,No
766,B,Flight,5,5,5,low,,No
767,B,Flight,5,5,5,medium,No,
768,B,Flight,5,5,6,low,,Yes
769,B,Flight,5,5,6,medium,No,No
770,B,Flight,6,1,3,medium,,Yes
771,B,Flight,6,1,5,low,No,
772,B,Flight,6,1,5,medium,No,
773,B,Flight,6,2,2,medium,,No
774,B,Flight,6,2,3,medium,,Yes
775,B,Flight,6,2,4,medium,,Yes
776,B,Flight,6,2,5,medium,Yes,
777,B,Flight,6,3,2,high,,No
778,B,Flight,6,3,3,low,,No
779,B,Flight,6,3,4,low,Yes,
780,B,Flight,6,3,4,medium,Yes,
781,B,Flight,6,3,7,medium,,Yes
782,B,Flight,6,4,4,high,No,
783,B,Flight,6,4,4,low,,No
784,B,Flight,6,4,4,medium,,Yes
785,B,Flight,6,4,5,low,,Yes
786,B,Flight,6,5,2,low,Yes,
787,B,Flight,6,5,3,high,,Yes
788,B,Flight,6,5,3,medium,,No
789,B,Flight,6,5,4,low,No,No
790,B,Flight,6,5,4,medium,Yes,
791,B,Flight,6,5,5,low,No,
792,B,Flight,7,2,4,medium,No,
793,B,Road,2,1,3,high,,Yes
794,B,Road,2,1,6,medium,Yes,
795,B,Road,2,2,3,high,Yes,
796,B,Road,2,2,3,low,Yes,
797,B,Road,2,2,3,medium,Yes,Yes
798,B,Road,2,3,2,medium,Yes,
799,B,Road,2,3,3,low,Yes,
800,B,Road,2,3,7,high,,Yes
801,B,Road,2,4,2,low,Yes,
802,B,Road,2,4,3,low,,Yes
803,B,Road,2,4,4,low,,Yes
804,B,Road,2,4,6,low,Yes,
805,B,Road,2,4,7,low,Yes,
806,B,Road,2,5,2,low,,Yes
807,B,Road,2,5,3,medium,No,
808,B,Road,2,5,7,low,,Yes
809,B,Road,3,1,2,high,Yes,
810,B,Road,3,1,2,low,No,Yes
811,B,Road,3,1,2,medium,Yes,
812,B,Road,3,1,3,low,Yes,
813,B,Road,3,1,3,medium,Yes,Yes
814,B,Road,3,1,4,low,,Yes
815,B,Road,3,1,4,medium,No,
816,B,Road,3,1,5,medium,Yes,
817,B,Road,3,2,2,high,Yes,
818,B,Road,3,2,2,low,Yes,No
819,B,Road,3,2,2,medium,Yes,Yes
820,B,Road,3,2,3,low,No,
821,B,Road,3,2,3,medium,Yes,No
822,B,Road,3,2,4,medium,Yes,
823,B,Road,3,2,6,high,Yes,
824,B,Road,3,2,10,medium,,No
825,B,Road,3,3,2,medium,Yes,
826,B,Road,3,3,3,low,No,
827,B,Road,3,3,3,medium,,Yes
828,B,Road,3,3,6,medium,,Yes
829,B,Road,3,4,2,medium,Yes,Yes
830,B,Road,3,4,3,high,,No
831,B,Road,3,4,3,low,Yes,No
832,B,Road,3,4,3,medium,No,
833,B,Road,3,4,4,low,No,
834,B,Road,3,4,4,medium,,No
835,B,Road,3,4,6,medium,Yes,
836,B,Road,3,4,10,high,,No
837,B,Road,3,5,2,high,Yes,
838,B,Road,3,5,2,low,Yes,
839,B,Road,3,5,2,medium,,Yes
840,B,Road,3,5,3,low,Yes,
841,B,Road,3,5,3,medium,,Yes
842,B,Road,3,5,4,low,,No
843,B,Road,3,5,4,medium,Yes,Yes
844,B,Road,3,5,5,medium,No,
845,B,Road,3,5,6,low,,Yes
846,B,Road,3,5,6,medium,No,
847,B,Road,4,1,2,low,,No
848,B,Road,4,1,2,medium,No,No
849,B,Road,4,1,3,low,Yes,No
850,B,Road,4,1,3,medium,Yes,Yes
851,B,Road,4,1,5,low,,Yes
852,B,Road,4,1,5,medium,No,No
853,B,Road,4,1,8,medium,,Yes
854,B,Road,4,2,2,low,Yes,Yes
855,B,Road,4,2,2,medium,No,No
856,B,Road,4,2,3,high,Yes,
857,B,Road,4,2,3,low,Yes,No
858,B,Road,4,2,4,low,Yes,No
859,B,Road,4,2,4,medium,Yes,
860,B,Road,4,2,5,low,No,Yes
861,B,Road,4,2,5,medium,,No
862,B,Road,4,2,6,low,No,Yes
863,B,Road,4,2,6,medium,No,Yes
864,B,Road,4,3,2,high,,Yes
865,B,Road,4,3,2,low,No,No
866,B,Road,4,3,2,medium,Yes,
867,B,Road,4,3,3,high,No,No
868,B,Road,4,3,3,medium,No,Yes
869,B,Road,4,3,4,low,,Yes
870,B,Road,4,3,4,medium,,No
871,B,Road,4,3,10,low,,Yes
872,B,Road,4,4,2,high,Yes,
873,B,Road,4,4,2,medium,Yes,
874,B,Road,4,4,3,low,Yes,
875,B,Road,4,4,3,medium,Yes,Yes
876,B,Road,4,4,4,low,Yes,
877,B,Road,4,4,5,low,Yes,
878,B,Road,4,4,6,low,,No
879,B,Road,4,4,6,medium,No,
880,B,Road,4,5,2,low,No,No
881,B,Road,4,5,2,medium,Yes,No
882,B,Road,4,5,3,high,Yes,No
883,B,Road,4,5,3,low,No,Yes
884,B,Road,4,5,3,medium,No,Yes
885,B,Road,4,5,4,low,,Yes
886,B,Road,4,5,4,medium,Yes,Yes
887,B,Road,4,5,5,low,Yes,No
888,B,Road,4,5,5,medium,,No
889,B,Road,4,5,10,medium,,No
890,B,Road,5,1,2,high,Yes,Yes
891,B,Road,5,1,2,low,Yes,
892,B,Road,5,1,3,low,Yes,Yes
893,B,Road,5,1,3,medium,Yes,
894,B,Road,5,1,4,low,No,No
895,B,Road,5,1,4,medium,,No
896,B,Road,5,1,5,low,No,
897,B,Road,5,1,5,medium,Yes,Yes
898,B,Road,5,1,6,low,,No
899,B,Road,5,2,2,high,No,
900,B,Road,5,2,2,low,No,
901,B,Road,5,2,2,medium,No,
902,B,Road,5,2,3,high,Yes,
903,B,Road,5,2,3,low,Yes,
904,B,Road,5,2,3,medium,,Yes
905,B,Road,5,2,4,low,No,
906,B,Road,5,2,5,low,No,
907,B,Road,5,2,5,medium,,Yes
908,B,Road,5,2,6,high,,Yes
909,B,Road,5,2,6,medium,No,
910,B,Road,5,3,2,low,Yes,
911,B,Road,5,3,2,medium,,No
912,B,Road,5,3,3,high,,Yes
913,B,Road,5,3,3,medium,Yes,
914,B,Road,5,3,4,low,No,
915,B,Road,5,3,4,medium,No,
916,B,Road,5,3,5,low,No,
917,B,Road,5,3,5,medium,Yes,Yes
918,B,Road,5,3,6,low,,No
919,B,Road,5,4,2,low,Yes,Yes
920,B,Road,5,4,2,medium,No,
921,B,Road,5,4,3,high,Yes,
922,B,Road,5,4,3,low,,No
923,B,Road,5,4,4,low,Yes,
924,B,Road,5,4,4,medium,Yes,
925,B,Road,5,4,5,low,Yes,No
926,B,Road,5,4,5,medium,Yes,
927,B,Road,5,4,6,medium,,No
928,B,Road,5,4,7,medium,Yes,
929,B,Road,5,4,8,medium,Yes,
930,B,Road,5,5,2,medium,,Yes
931,B,Road,5,5,3,high,Yes,
932,B,Road,5,5,3,low,No,No
933,B,Road,5,5,3,medium,,Yes
934,B,Road,5,5,4,low,No,
935,B,Road,5,5,4,medium,,Yes
936,B,Road,5,5,5,high,Yes,
937,B,Road,5,5,5,low,No,
938,B,Road,5,5,5,medium,Yes,No
939,B,Road,5,5,6,low,,Yes
940,B,Road,6,1,4,low,Yes,
941,B,Road,6,1,5,medium,,Yes
942,B,Road,6,2,4,high,No,
943,B,Road,6,2,4,low,No,
944,B,Road,6,2,5,low,Yes,
945,B,Road,6,3,4,medium,Yes,Yes
946,B,Road,6,3,6,medium,No,
947,B,Road,6,4,3,medium,Yes,
948,B,Road,6,4,4,low,,No
949,B,Road,6,4,4,medium,Yes,No
950,B,Road,6,5,2,high,,Yes
951,B,Road,6,5,3,medium,,No
952,B,Road,6,5,4,low,No,No
953,B,Road,6,5,4,medium,,No
954,B,Road,7,1,4,low,No,
955,B,Road,7,5,4,high,,No
956,B,Road,7,5,4,low,No,
957,B,Ship,2,1,2,high,No,
958,B,Ship,2,1,2,low,No,No
959,B,Ship,2,1,3,high,,Yes
960,B,Ship,2,1,3,low,Yes,Yes
961,B,Ship,2,1,3,medium,Yes,No
962,B,Ship,2,1,4,low,Yes,No
963,B,Ship,2,1,6,low,Yes,
964,B,Ship,2,1,10,high,No,
965,B,Ship,2,2,2,medium,Yes,
966,B,Ship,2,2,3,low,No,Yes
967,B,Ship,2,2,3,medium,Yes,
968,B,Ship,2,2,4,medium,,No
969,B,Ship,2,2,5,medium,No,
970,B,Ship,2,3,2,low,,No
971,B,Ship,2,3,2,medium,No,No
972,B,Ship,2,3,3,high,,No
973,B,Ship,2,3,3,low,No,No
974,B,Ship,2,3,3,medium,,Yes
975,B,Ship,2,3,4,medium,,No
976,B,Ship,2,3,5,low,No,Yes
977,B,Ship,2,3,5,medium,,Yes
978,B,Ship,2,3,10,high,No,
979,B,Ship,2,4,2,high,,Yes
980,B,Ship,2,4,2,low,Yes,
981,B,Ship,2,4,2,medium,Yes,Yes
982,B,Ship,2,4,3,high,Yes,
983,B,Ship,2,4,3,low,Yes,Yes
984,B,Ship,2,4,3,medium,No,Yes
985,B,Ship,2,4,4,low,No,
986,B,Ship,2,4,4,medium,No,Yes
987,B,Ship,2,4,5,medium,No,
988,B,Ship,2,4,7,low,,No
989,B,Ship,2,4,10,high,,Yes
990,B,Ship,2,5,2,medium,No,
991,B,Ship,2,5,3,high,,No
992,B,Ship,2,5,3,low,Yes,Yes
993,B,Ship,2,5,3,medium,Yes,
994,B,Ship,2,5,4,high,Yes,
995,B,Ship,2,5,5,low,,No
996,B,Ship,2,5,5,medium,No,
997,B,Ship,2,5,6,medium,Yes,
998,B,Ship,3,1,2,high,Yes,Yes
999,B,Ship,3,1,2,low,Yes,No
1000,B,Ship,3,1,2,medium,Yes,No
1001,B,Ship,3,1,3,high,No,Yes
1002,B,Ship,3,1,3,low,Yes,Yes
1003,B,Ship,3,1,3,medium,Yes,Yes
1004,B,Ship,3,1,4,low,Yes,Yes
1005,B,Ship,3,1,4,medium,Yes,Yes
1006,B,Ship,3,1,5,low,Yes,Yes
1007,B,Ship,3,1,5,medium,,Yes
1008,B,Ship,3,1,6,low,,Yes
1009,B,Ship,3,1,7,medium,,No
1010,B,Ship,3,1,10,medium,Yes,
1011,B,Ship,3,2,2,high,Yes,No
1012,B,Ship,3,2,2,low,Yes,Yes
1013,B,Ship,3,2,2,medium,No,Yes
1014,B,Ship,3,2,3,high,No,Yes
1015,B,Ship,3,2,3,low,No,Yes
1016,B,Ship,3,2,3,medium,No,Yes
1017,B,Ship,3,2,4,high,,Yes
1018,B,Ship,3,2,4,low,Yes,Yes
1019,B,Ship,3,2,4,medium,No,Yes
1020,B,Ship,3,2,5,medium,No,
1021,B,Ship,3,2,6,low,No,No
1022,B,Ship,3,2,8,low,Yes,
1023,B,Ship,3,2,10,low,No,
1024,B,Ship,3,3,2,high,Yes,Yes
1025,B,Ship,3,3,2,low,No,Yes
1026,B,Ship,3,3,2,medium,No,Yes
1027,B,Ship,3,3,3,high,,No
1028,B,Ship,3,3,3,low,Yes,No
1029,B,Ship,3,3,3,medium,Yes,Yes
1030,B,Ship,3,3,4,low,No,Yes
1031,B,Ship,3,3,4,medium,Yes,Yes
1032,B,Ship,3,3,5,low,No,Yes
1033,B,Ship,3,3,5,medium,No,Yes
1034,B,Ship,3,3,6,low,No,Yes
1035,B,Ship,3,3,7,medium,,No
1036,B,Ship,3,3,8,medium,,Yes
1037,B,Ship,3,3,10,high,,No
1038,B,Ship,3,3,10,low,Yes,
1039,B,Ship,3,4,2,high,Yes,No
1040,B,Ship,3,4,2,low,Yes,No
1041,B,Ship,3,4,2,medium,Yes,Yes
1042,B,Ship,3,4,3,high,No,Yes
1043,B,Ship,3,4,3,low,Yes,Yes
1044,B,Ship,3,4,3,medium,Yes,Yes
1045,B,Ship,3,4,4,high,No,
1046,B,Ship,3,4,4,low,Yes,Yes
1047,B,Ship,3,4,4,medium,Yes,
1048,B,Ship,3,4,6,medium,Yes,Yes
1049,B,Ship,3,4,8,medium,No,
1050,B,Ship,3,5,2,high,,Yes
1051,B,Ship,3,5,2,low,Yes,Yes
1052,B,Ship,3,5,2,medium,No,Yes
1053,B,Ship,3,5,3,high,No,
1054,B,Ship,3,5,3,low,No,No
1055,B,Ship,3,5,3,medium,Yes,Yes
1056,B,Ship,3,5,4,high,Yes,
1057,B,Ship,3,5,4,low,No,No
1058,B,Ship,3,5,4,medium,Yes,
1059,B,Ship,3,5,5,low,No,
1060,B,Ship,3,5,6,low,Yes,
1061,B,Ship,3,5,7,medium,Yes,
1062,B,Ship,3,5,10,high,Yes,
1063,B,Ship,3,5,10,medium,No,
1064,B,Ship,4,1,2,high,,Yes
1065,B,Ship,4,1,2,low,No,Yes
1066,B,Ship,4,1,2,medium,No,No
1067,B,Ship,4,1,3,high,,Yes
1068,B,Ship,4,1,3,low,No,Yes
1069,B,Ship,4,1,3,medium,Yes,No
1070,B,Ship,4,1,4,high,,Yes
1071,B,Ship,4,1,4,low,No,Yes
1072,B,Ship,4,1,4,medium,No,No
1073,B,Ship,4,1,5,low,Yes,Yes
1074,B,Ship,4,1,5,medium,Yes,No
1075,B,Ship,4,1,6,low,Yes,Yes
1076,B,Ship,4,1,6,medium,No,
1077,B,Ship,4,1,7,medium,Yes,
1078,B,Ship,4,1,8,medium,,No
1079,B,Ship,4,1,10,medium,Yes,
1080,B,Ship,4,2,2,high,Yes,
1081,B,Ship,4,2,2,low,No,No
1082,B,Ship,4,2,2,medium,Yes,Yes
1083,B,Ship,4,2,3,high,,Yes
1084,B,Ship,4,2,3,low,No,No
1085,B,Ship,4,2,3,medium,Yes,Yes
1086,B,Ship,4,2,4,low,Yes,
1087,B,Ship,4,2,4,medium,Yes,No
1088,B,Ship,4,2,5,high,Yes,
1089,B,Ship,4,2,5,low,Yes,No
1090,B,Ship,4,2,5,medium,No,Yes
1091,B,Ship,4,2,6,low,,Yes
1092,B,Ship,4,2,6,medium,Yes,Yes
1093,B,Ship,4,2,7,medium,,Yes
1094,B,Ship,4,2,8,medium,Yes,
1095,B,Ship,4,2,10,high,,No
1096,B,Ship,4,3,2,low,Yes,No
1097,B,Ship,4,3,2,medium,Yes,Yes
1098,B,Ship,4,3,3,high,No,Yes
1099,B,Ship,4,3,3,low,No,Yes
1100,B,Ship,4,3,3,medium,Yes,No
1101,B,Ship,4,3,4,high,Yes,Yes
1102,B,Ship,4,3,4,low,Yes,Yes
1103,B,Ship,4,3,4,medium,No,No
1104,B,Ship,4,3,5,low,Yes,Yes
1105,B,Ship,4,3,5,medium,No,No
1106,B,Ship,4,3,6,low,No,No
1107,B,Ship,4,3,6,medium,Yes,Yes
1108,B,Ship,4,3,7,medium,No,
1109,B,Ship,4,3,8,low,,No
1110,B,Ship,4,4,2,low,No,Yes
1111,B,Ship,4,4,2,medium,Yes,Yes
1112,B,Ship,4,4,3,high,Yes,
1113,B,Ship,4,4,3,low,Yes,Yes
1114,B,Ship,4,4,3,medium,Yes,No
1115,B,Ship,4,4,4,high,Yes,
1116,B,Ship,4,4,4,low,Yes,
1117,B,Ship,4,4,4,medium,No,No
1118,B,Ship,4,4,5,low,No,
1119,B,Ship,4,4,5,medium,Yes,Yes
1120,B,Ship,4,4,6,low,Yes,Yes
1121,B,Ship,4,4,7,medium,,Yes
1122,B,Ship,4,4,8,medium,Yes,
1123,B,Ship,4,4,10,low,No,No
1124,B,Ship,4,4,10,medium,No,Yes
1125,B,Ship,4,5,2,high,No,Yes
1126,B,Ship,4,5,2,low,Yes,Yes
1127,B,Ship,4,5,2,medium,No,Yes
1128,B,Ship,4,5,3,high,Yes,Yes
1129,B,Ship,4,5,3,low,Yes,No
1130,B,Ship,4,5,3,medium,Yes,Yes
1131,B,Ship,4,5,4,low,Yes,Yes
1132,B,Ship,4,5,4,medium,Yes,Yes
1133,B,Ship,4,5,5,low,Yes,Yes
1134,B,Ship,4,5,5,medium,No,Yes
1135,B,Ship,4,5,6,low,No,Yes
1136,B,Ship,4,5,6,medium,No,No
1137,B,Ship,4,5,8,medium,Yes,
1138,B,Ship,4,5,10,low,Yes,No
1139,B,Ship,4,5,10,medium,,Yes
1140,B,Ship,5,1,2,high,,Yes
1141,B,Ship,5,1,2,low,Yes,Yes
1142,B,Ship,5,1,2,medium,No,No
1143,B,Ship,5,1,3,high,Yes,Yes
1144,B,Ship,5,1,3,low,Yes,Yes
1145,B,Ship,5,1,3,medium,Yes,Yes
1146,B,Ship,5,1,4,high,No,
1147,B,Ship,5,1,4,low,No,
1148,B,Ship,5,1,4,medium,Yes,Yes
1149,B,Ship,5,1,5,low,No,No
1150,B,Ship,5,1,5,medium,No,Yes
1151,B,Ship,5,1,6,low,Yes,
1152,B,Ship,5,1,6,medium,,No
1153,B,Ship,5,2,2,high,No,
1154,B,Ship,5,2,2,low,Yes,No
1155,B,Ship,5,2,2,medium,Yes,Yes
1156,B,Ship,5,2,3,high,Yes,
1157,B,Ship,5,2,3,low,No,No
1158,B,Ship,5,2,3,medium,Yes,No
1159,B,Ship,5,2,4,high,,Yes
1160,B,Ship,5,2,4,low,Yes,Yes
1161,B,Ship,5,2,4,medium,No,Yes
1162,B,Ship,5,2,5,low,No,No
1163,B,Ship,5,2,5,medium,No,No
1164,B,Ship,5,2,6,high,,Yes
1165,B,Ship,5,2,6,low,Yes,
1166,B,Ship,5,2,6,medium,No,Yes
1167,B,Ship,5,2,7,low,,Yes
1168,B,Ship,5,2,8,low,,Yes
1169,B,Ship,5,3,2,high,Yes,
1170,B,Ship,5,3,2,low,Yes,No
1171,B,Ship,5,3,2,medium,Yes,No
1172,B,Ship,5,3,3,high,Yes,Yes
1173,B,Ship,5,3,3,low,Yes,Yes
1174,B,Ship,5,3,3,medium,Yes,Yes
1175,B,Ship,5,3,4,low,No,No
1176,B,Ship,5,3,4,medium,Yes,Yes
1177,B,Ship,5,3,5,low,Yes,No
1178,B,Ship,5,3,5,medium,Yes,Yes
1179,B,Ship,5,3,6,low,Yes,No
1180,B,Ship,5,3,6,medium,Yes,
1181,B,Ship,5,4,2,high,,Yes
1182,B,Ship,5,4,2,low,No,Yes
1183,B,Ship,5,4,2,medium,Yes,No
1184,B,Ship,5,4,3,high,Yes,
1185,B,Ship,5,4,3,low,No,Yes
1186,B,Ship,5,4,3,medium,Yes,No
1187,B,Ship,5,4,4,low,Yes,No
1188,B,Ship,5,4,4,medium,Yes,Yes
1189,B,Ship,5,4,5,high,Yes,
1190,B,Ship,5,4,5,low,Yes,No
1191,B,Ship,5,4,5,medium,No,No
1192,B,Ship,5,4,6,high,No,Yes
1193,B,Ship,5,4,6,low,,No
1194,B,Ship,5,4,6,medium,No,Yes
1195,B,Ship,5,4,10,low,Yes,
1196,B,Ship,5,4,10,medium,Yes,
1197,B,Ship,5,5,2,high,Yes,
1198,B,Ship,5,5,2,low,Yes,No
1199,B,Ship,5,5,2,medium,Yes,No
1200,B,Ship,5,5,3,high,Yes,
1201,B,Ship,5,5,3,low,No,No
1202,B,Ship,5,5,3,medium,Yes,Yes
1203,B,Ship,5,5,4,high,No,
1204,B,Ship,5,5,4,low,Yes,Yes
1205,B,Ship,5,5,4,medium,Yes,Yes
1206,B,Ship,5,5,5,low,No,No
1207,B,Ship,5,5,5,medium,Yes,Yes
1208,B,Ship,5,5,6,medium,,No
1209,B,Ship,5,5,10,medium,,Yes
1210,B,Ship,6,1,2,low,,No
1211,B,Ship,6,1,3,low,No,No
1212,B,Ship,6,1,3,medium,No,
1213,B,Ship,6,1,4,high,Yes,
1214,B,Ship,6,1,4,low,Yes,
1215,B,Ship,6,1,4,medium,No,Yes
1216,B,Ship,6,1,5,low,Yes,
1217,B,Ship,6,1,6,low,,No
1218,B,Ship,6,1,10,medium,,No
1219,B,Ship,6,2,2,low,,No
1220,B,Ship,6,2,3,medium,Yes,
1221,B,Ship,6,2,4,low,No,Yes
1222,B,Ship,6,2,4,medium,No,No
1223,B,Ship,6,2,5,low,No,Yes
1224,B,Ship,6,2,5,medium,Yes,
1225,B,Ship,6,3,2,medium,No,
1226,B,Ship,6,3,3,low,Yes,Yes
1227,B,Ship,6,3,4,low,No,No
1228,B,Ship,6,3,4,medium,,Yes
1229,B,Ship,6,3,5,low,,Yes
1230,B,Ship,6,3,5,medium,No,No
1231,B,Ship,6,3,6,medium,No,
1232,B,Ship,6,3,8,low,Yes,
1233,B,Ship,6,3,10,medium,Yes,
1234,B,Ship,6,4,3,low,Yes,
1235,B,Ship,6,4,4,low,No,Yes
1236,B,Ship,6,4,4,medium,Yes,Yes
1237,B,Ship,6,4,5,low,,No
1238,B,Ship,6,4,5,medium,Yes,
1239,B,Ship,6,4,6,low,No,Yes
1240,B,Ship,6,5,3,low,,Yes
1241,B,Ship,6,5,3,medium,Yes,
1242,B,Ship,6,5,4,high,,Yes
1243,B,Ship,6,5,4,low,Yes,Yes
1244,B,Ship,6,5,4,medium,Yes,Yes
1245,B,Ship,6,5,5,low,No,
1246,B,Ship,6,5,6,low,Yes,
1247,B,Ship,7,1,4,low,No,
1248,B,Ship,7,1,4,medium,,Yes
1249,B,Ship,7,1,5,medium,Yes,No
1250,B,Ship,7,2,4,low,,Yes
1251,B,Ship,7,2,4,medium,No,
1252,B,Ship,7,2,5,low,Yes,
1253,B,Ship,7,3,4,low,Yes,Yes
1254,B,Ship,7,4,3,low,Yes,
1255,B,Ship,7,4,4,high,,Yes
1256,B,Ship,7,4,4,low,Yes,No
1257,B,Ship,7,4,4,medium,Yes,
1258,B,Ship,7,5,4,low,No,No
1259,B,Ship,7,5,4,medium,,Yes
1260,C,Flight,2,1,2,high,,Yes
1261,C,Flight,2,1,3,medium,,No
1262,C,Flight,2,2,3,high,,No
1263,C,Flight,2,2,3,medium,Yes,No
1264,C,Flight,2,3,2,high,,No
1265,C,Flight,2,3,3,low,Yes,
1266,C,Flight,2,3,4,low,,Yes
1267,C,Flight,2,4,3,high,,Yes
1268,C,Flight,2,4,3,low,Yes,
1269,C,Flight,2,4,4,high,,No
1270,C,Flight,2,4,4,low,Yes,
1271,C,Flight,2,4,5,high,,No
1272,C,Flight,2,5,2,low,Yes,Yes
1273,C,Flight,2,5,3,low,,Yes
1274,C,Flight,2,5,4,low,Yes,
1275,C,Flight,3,1,2,medium,No,Yes
1276,C,Flight,3,1,3,low,Yes,No
1277,C,Flight,3,1,3,medium,Yes,Yes
1278,C,Flight,3,1,4,low,,No
1279,C,Flight,3,1,5,low,Yes,
1280,C,Flight,3,1,7,low,No,Yes
1281,C,Flight,3,2,2,low,,Yes
1282,C,Flight,3,2,2,medium,No,No
1283,C,Flight,3,2,3,high,,Yes
1284,C,Flight,3,2,3,low,Yes,
1285,C,Flight,3,2,3,medium,,No
1286,C,Flight,3,2,4,low,Yes,
1287,C,Flight,3,2,5,low,,Yes
1288,C,Flight,3,2,8,low,No,
1289,C,Flight,3,3,2,high,,Yes
1290,C,Flight,3,3,2,low,Yes,Yes
1291,C,Flight,3,3,2,medium,No,No
1292,C,Flight,3,3,3,high,Yes,Yes
1293,C,Flight,3,3,3,low,,Yes
1294,C,Flight,3,3,3,medium,No,No
