,age,month_sold,structure_quality,SALE_PRC 0.0,SALE_PRC 1.0
971,28,8,2,249000.0,
972,28,8,4,320000.0,
973,28,8,5,250000.0,
974,28,9,2,249000.0,
975,28,9,4,325000.0,
976,28,9,5,1500000.0,
977,28,10,2,215000.0,
978,28,10,4,595000.0,
979,28,10,5,353000.0,
980,28,11,2,470000.0,
981,28,11,4,345000.0,
982,28,11,5,265000.0,
983,28,12,2,270000.0,
984,28,12,4,319500.0,
985,28,12,5,260000.0,
986,29,1,2,333000.0,
987,29,1,4,235000.0,
988,29,1,5,279900.0,
989,29,2,2,190000.0,
990,29,2,3,1600000.0,
991,29,2,4,860000.0,
992,29,2,5,249000.0,
993,29,3,2,168000.0,
994,29,3,4,191100.0,250000.0
995,29,3,5,240000.0,
996,29,4,2,192000.0,
997,29,4,4,475000.0,
998,29,4,5,240000.0,
999,29,5,2,415000.0,
1000,29,5,4,222000.0,
1001,29,5,5,1200000.0,
1002,29,6,2,390000.0,
1003,29,6,4,317000.0,287000.0
1004,29,6,5,1000000.0,
1005,29,7,2,206000.0,
1006,29,7,4,352000.0,
1007,29,7,5,605000.0,
1008,29,8,2,139000.0,
1009,29,8,4,225000.0,
1010,29,8,5,237500.0,
1011,29,9,2,435000.0,
1012,29,9,4,302000.0,
1013,29,9,5,2450000.0,
1014,29,10,2,250000.0,
1015,29,10,4,442000.0,
1016,29,10,5,265000.0,
1017,29,11,2,345000.0,
1018,29,11,4,358000.0,
1019,29,12,2,190000.0,
1020,29,12,4,347000.0,
1021,29,12,5,215000.0,
1022,30,1,2,78000.0,
1023,30,1,4,405000.0,
1024,30,1,5,1055000.0,
1025,30,2,4,316000.0,
1026,30,2,5,840000.0,330000.0
1027,30,3,2,300000.0,
1028,30,3,4,530000.0,
1029,30,3,5,186000.0,
1030,30,4,2,255000.0,
1031,30,4,4,410000.0,
1032,30,4,5,1600000.0,
1033,30,5,2,312000.0,
1034,30,5,4,285000.0,
1035,30,5,5,540000.0,
1036,30,6,2,208000.0,
1037,30,6,4,314000.0,
1038,30,6,5,450000.0,
1039,30,7,2,285000.0,
1040,30,7,4,325000.0,
1041,30,7,5,235000.0,
1042,30,8,2,365000.0,
1043,30,8,4,445000.0,
1044,30,8,5,607500.0,
1045,30,9,2,370000.0,
1046,30,9,4,237000.0,
1047,30,10,2,245000.0,
1048,30,10,4,283000.0,
1049,30,10,5,2150000.0,
1050,30,11,2,165000.0,
1051,30,11,4,265000.0,
1052,30,11,5,215000.0,
1053,30,12,2,210000.0,
1054,30,12,4,163000.0,
1055,30,12,5,217000.0,
1056,31,1,1,130000.0,
1057,31,1,2,190000.0,
1058,31,1,4,320000.0,
1059,31,1,5,1220000.0,
1060,31,2,2,110000.0,
1061,31,2,4,265000.0,90000.0
1062,31,3,1,240000.0,
1063,31,3,2,215000.0,
1064,31,3,4,295000.0,
1065,31,3,5,2000000.0,
1066,31,4,2,266000.0,
1067,31,4,4,194000.0,
1068,31,4,5,183000.0,
1069,31,5,2,140000.0,
1070,31,5,4,455000.0,
1071,31,5,5,2268000.0,
1072,31,6,1,130000.0,
1073,31,6,2,239000.0,
1074,31,6,4,385000.0,
1075,31,6,5,1935000.0,
1076,31,7,2,180000.0,
1077,31,7,4,300000.0,
1078,31,7,5,233000.0,
1079,31,8,1,125000.0,
1080,31,8,2,129000.0,
1081,31,8,4,750000.0,285000.0
1082,31,8,5,623000.0,
1083,31,9,1,125000.0,
1084,31,9,2,175000.0,
1085,31,9,4,245000.0,
1086,31,9,5,210000.0,
1087,31,10,2,213000.0,
1088,31,10,4,241000.0,
1089,31,10,5,745000.0,
1090,31,11,2,215000.0,
1091,31,11,4,470000.0,
1092,31,12,2,230000.0,
1093,31,12,4,380000.0,
1094,31,12,5,728900.0,
1095,32,1,2,298000.0,
1096,32,1,4,310000.0,
1097,32,1,5,186000.0,
1098,32,2,2,160000.0,
1099,32,2,4,398000.0,
1100,32,3,2,232000.0,
1101,32,3,4,560000.0,
1102,32,4,2,337500.0,
1103,32,4,4,340000.0,
1104,32,5,2,145400.0,
1105,32,5,4,295000.0,
1106,32,5,5,215000.0,
1107,32,6,2,380000.0,
1108,32,6,4,583000.0,
1109,32,7,2,394000.0,
1110,32,7,4,225000.0,
1111,32,7,5,631000.0,
1112,32,8,2,393000.0,
1113,32,8,4,262000.0,
1114,32,8,5,352000.0,
1115,32,9,2,317500.0,
1116,32,9,4,330000.0,
1117,32,9,5,230000.0,
1118,32,10,2,255000.0,
1119,32,10,4,255000.0,
1120,32,10,5,855000.0,
1121,32,11,2,340000.0,
1122,32,11,4,474000.0,
1123,32,12,2,200000.0,
1124,32,12,4,335000.0,
1125,32,12,5,900000.0,
1126,33,1,2,180000.0,
1127,33,1,4,430000.0,242000.0
1128,33,2,2,135000.0,
1129,33,2,4,295000.0,
1130,33,3,2,172000.0,
1131,33,3,4,260000.0,
1132,33,3,5,1350000.0,
1133,33,4,2,197000.0,
1134,33,4,4,325000.0,
1135,33,4,5,385000.0,
1136,33,5,2,230000.0,
1137,33,5,4,529000.0,
1138,33,5,5,169900.0,
1139,33,6,2,279000.0,
1140,33,6,4,295000.0,
1141,33,7,2,395000.0,
1142,33,7,4,692500.0,
1143,33,8,2,300000.0,
1144,33,8,4,285000.0,
1145,33,8,5,320000.0,
1146,33,9,2,390000.0,
1147,33,9,4,450000.0,
1148,33,10,4,168000.0,
1149,33,10,5,190000.0,
1150,33,11,2,181000.0,
1151,33,11,4,485000.0,
1152,33,11,5,700000.0,
1153,33,12,2,155000.0,
1154,33,12,4,395000.0,
1155,33,12,5,235000.0,
1156,34,1,2,135000.0,
1157,34,1,4,340000.0,
1158,34,1,5,205000.0,
1159,34,2,4,775000.0,
1160,34,3,4,189900.0,
1161,34,3,5,380000.0,
1162,34,4,2,180000.0,
1163,34,4,4,510000.0,
1164,34,4,5,425000.0,
1165,34,5,4,395000.0,
1166,34,5,5,190000.0,
1167,34,6,2,180000.0,
1168,34,6,4,455000.0,
1169,34,6,5,1045000.0,
1170,34,7,2,210000.0,
1171,34,7,4,140000.0,
1172,34,8,2,170000.0,
1173,34,8,4,300000.0,
1174,34,9,1,159000.0,
1175,34,9,2,179000.0,
1176,34,9,4,360000.0,
1177,34,9,5,2300000.0,
1178,34,10,2,1350000.0,
1179,34,10,4,541000.0,
1180,34,11,2,398000.0,
1181,34,11,4,320000.0,
1182,34,11,5,230000.0,
1183,34,12,4,700000.0,
1184,34,12,5,170000.0,
1185,35,1,2,225000.0,
1186,35,1,4,325000.0,
1187,35,1,5,275000.0,
1188,35,2,2,210000.0,
1189,35,2,4,565000.0,
1190,35,2,5,,320500.0
1191,35,3,2,219800.0,
1192,35,3,4,148000.0,372500.0
1193,35,3,5,190000.0,
1194,35,4,2,255000.0,
1195,35,4,4,312000.0,
1196,35,4,5,1450000.0,
1197,35,5,2,150000.0,
1198,35,5,4,280000.0,
1199,35,5,5,2350000.0,
1200,35,6,2,725000.0,
1201,35,6,4,345000.0,
1202,35,6,5,193000.0,
1203,35,7,4,194000.0,
1204,35,7,5,,395000.0
1205,35,8,2,270000.0,
1206,35,8,4,296000.0,
1207,35,8,5,1700000.0,
1208,35,9,2,153400.0,
1209,35,9,4,465000.0,
1210,35,9,5,300000.0,
1211,35,10,2,433000.0,
1212,35,10,4,266000.0,
1213,35,11,2,221000.0,
1214,35,11,4,495000.0,
1215,35,11,5,200000.0,
1216,35,12,2,735000.0,
1217,35,12,4,285000.0,810000.0
1218,35,12,5,220000.0,
1219,36,1,2,290000.0,
1220,36,1,4,375000.0,
1221,36,1,5,650000.0,
1222,36,2,1,150000.0,
1223,36,2,2,182500.0,
1224,36,2,4,310000.0,
1225,36,2,5,1230000.0,
1226,36,3,2,110000.0,
1227,36,3,4,505000.0,
1228,36,3,5,1115000.0,
1229,36,4,2,272000.0,
1230,36,4,4,143000.0,
1231,36,4,5,585000.0,
1232,36,5,1,250900.0,
1233,36,5,2,230000.0,
1234,36,5,4,140000.0,
1235,36,5,5,255000.0,310000.0
1236,36,6,2,370000.0,
1237,36,6,4,435000.0,
1238,36,6,5,700000.0,385000.0
1239,36,7,2,240000.0,
1240,36,7,4,360000.0,454000.0
1241,36,7,5,230000.0,
1242,36,8,1,84000.0,
1243,36,8,2,135000.0,
1244,36,8,4,575000.0,
1245,36,8,5,665000.0,400000.0
1246,36,9,2,119900.0,
1247,36,9,4,270000.0,
1248,36,9,5,265000.0,
1249,36,10,2,141800.0,
1250,36,10,4,400000.0,
1251,36,10,5,307500.0,318000.0
1252,36,11,2,360000.0,
1253,36,11,4,232000.0,
1254,36,11,5,240000.0,
1255,36,12,2,280000.0,
1256,36,12,4,1050000.0,215000.0
1257,36,12,5,315000.0,
1258,37,1,2,185000.0,
1259,37,1,4,344500.0,
1260,37,1,5,255000.0,
1261,37,2,2,485000.0,
1262,37,2,4,270000.0,
1263,37,2,5,725000.0,420000.0
1264,37,3,2,162000.0,
1265,37,3,4,345000.0,
1266,37,3,5,350000.0,
1267,37,4,2,192000.0,
1268,37,4,4,315000.0,260000.0
1269,37,4,5,186000.0,
1270,37,5,2,245000.0,
1271,37,5,4,540000.0,
1272,37,5,5,191000.0,
1273,37,6,2,130000.0,
1274,37,6,4,360000.0,
1275,37,6,5,1012500.0,
1276,37,7,2,480000.0,
1277,37,7,4,325000.0,
1278,37,7,5,242300.0,
1279,37,8,2,150000.0,
1280,37,8,4,175000.0,
1281,37,8,5,1200000.0,
1282,37,9,2,582000.0,
1283,37,9,4,395000.0,
1284,37,9,5,260000.0,
1285,37,10,2,110000.0,
1286,37,10,4,238000.0,
1287,37,10,5,2550000.0,
1288,37,11,2,249900.0,
1289,37,11,4,302000.0,
1290,37,11,5,215000.0,
1291,37,12,2,507000.0,
1292,37,12,4,395000.0,
1293,37,12,5,238500.0,
1294,38,1,4,270000.0,
1295,38,1,5,315000.0,
1296,38,2,4,325000.0,220000.0
1297,38,2,5,200100.0,
1298,38,3,2,200000.0,
1299,38,3,4,382500.0,
1300,38,3,5,285000.0,
1301,38,4,2,487000.0,
1302,38,4,4,255000.0,
1303,38,4,5,205000.0,
1304,38,5,4,336000.0,
1305,38,5,5,300000.0,375000.0
1306,38,6,2,257000.0,
1307,38,6,4,200000.0,
1308,38,6,5,260000.0,
1309,38,7,2,195000.0,
1310,38,7,4,194000.0,
1311,38,7,5,349000.0,
1312,38,8,2,185000.0,
1313,38,8,4,150000.0,
1314,38,8,5,1850000.0,
1315,38,9,2,320000.0,
1316,38,9,4,490000.0,
1317,38,9,5,208000.0,
1318,38,10,2,215000.0,
1319,38,10,4,425000.0,
1320,38,10,5,205000.0,
1321,38,11,2,234000.0,
1322,38,11,4,284000.0,
1323,38,11,5,256000.0,
1324,38,12,2,210000.0,
1325,38,12,4,290000.0,
1326,38,12,5,375000.0,
1327,39,1,2,125000.0,
1328,39,1,4,300000.0,
1329,39,1,5,425000.0,
1330,39,2,2,160000.0,
1331,39,2,4,260000.0,
1332,39,3,2,250000.0,
1333,39,3,4,255000.0,
1334,39,3,5,760000.0,
1335,39,4,2,280000.0,
1336,39,4,4,480000.0,
1337,39,4,5,212500.0,
1338,39,5,2,190000.0,
1339,39,5,4,650000.0,
1340,39,5,5,888000.0,
1341,39,6,4,545000.0,
1342,39,6,5,235000.0,
1343,39,7,4,365000.0,
1344,39,8,2,200000.0,
1345,39,8,4,283000.0,
1346,39,9,2,380000.0,
1347,39,9,4,385000.0,
1348,39,10,2,470000.0,
1349,39,10,4,535000.0,
1350,39,10,5,540000.0,
1351,39,11,2,267500.0,
1352,39,11,4,380000.0,
1353,39,11,5,830000.0,
1354,39,12,2,100000.0,
1355,39,12,4,432900.0,
1356,39,12,5,216000.0,
1357,40,1,2,136000.0,
1358,40,1,4,414900.0,
1359,40,1,5,860000.0,
1360,40,2,2,225000.0,
1361,40,2,4,785000.0,
1362,40,2,5,1500000.0,
1363,40,3,2,270000.0,
1364,40,3,4,650000.0,410000.0
1365,40,3,5,165000.0,
1366,40,4,2,269900.0,
1367,40,4,4,336300.0,
1368,40,4,5,1001400.0,
1369,40,5,2,358900.0,
1370,40,5,4,465000.0,
1371,40,5,5,2600000.0,
1372,40,6,2,236400.0,
1373,40,6,4,347500.0,
1374,40,6,5,230000.0,
1375,40,7,2,248000.0,
1376,40,7,4,330000.0,
1377,40,7,5,210000.0,
1378,40,8,2,99000.0,
1379,40,8,4,405000.0,
1380,40,8,5,205000.0,
1381,40,9,2,224000.0,
1382,40,9,4,430000.0,250000.0
1383,40,9,5,1600000.0,
1384,40,10,2,189000.0,
1385,40,10,4,460000.0,
1386,40,11,2,115000.0,
1387,40,11,4,1150000.0,
1388,40,12,2,178000.0,
1389,40,12,4,350000.0,
1390,40,12,5,575000.0,
1391,41,1,2,174000.0,
1392,41,1,4,253000.0,
1393,41,1,5,1250000.0,
1394,41,2,2,155000.0,
1395,41,2,4,630000.0,
1396,41,2,5,1900000.0,
1397,41,3,2,166500.0,
1398,41,3,4,325000.0,
1399,41,3,5,979000.0,
1400,41,4,2,190000.0,
1401,41,4,4,499000.0,
1402,41,4,5,165000.0,
1403,41,5,2,200000.0,
1404,41,5,4,135000.0,
1405,41,5,5,400000.0,
1406,41,6,2,216500.0,
1407,41,6,4,587500.0,
1408,41,6,5,1080000.0,
1409,41,7,2,112500.0,
1410,41,7,4,630000.0,
1411,41,7,5,1200000.0,
1412,41,8,2,171000.0,
1413,41,8,4,376000.0,
1414,41,8,5,1785000.0,
1415,41,9,2,198000.0,
1416,41,9,3,1050000.0,
1417,41,9,4,340000.0,
1418,41,9,5,455900.0,
1419,41,10,1,113500.0,
1420,41,10,2,530000.0,
1421,41,10,4,955000.0,
1422,41,10,5,183000.0,
1423,41,11,2,332000.0,
1424,41,11,4,345000.0,
1425,41,11,5,610000.0,
1426,41,12,2,215000.0,
1427,41,12,4,835000.0,
1428,41,12,5,725000.0,
1429,42,1,4,275000.0,
1430,42,1,5,169000.0,
1431,42,2,5,180000.0,
1432,42,3,2,686000.0,
1433,42,3,4,300000.0,
1434,42,3,5,797500.0,
1435,42,4,2,100000.0,
1436,42,4,4,950000.0,
1437,42,4,5,185000.0,
1438,42,5,4,181000.0,
1439,42,5,5,210000.0,
1440,42,6,2,195500.0,
1441,42,6,4,349000.0,
1442,42,6,5,585000.0,
1443,42,7,2,290000.0,
1444,42,7,4,153000.0,
1445,42,7,5,210000.0,
1446,42,8,2,569900.0,
1447,42,8,4,720000.0,
1448,42,8,5,1150000.0,
1449,42,9,2,360000.0,
1450,42,9,4,865000.0,
1451,42,10,1,120000.0,
1452,42,10,2,295000.0,
1453,42,10,4,745000.0,
1454,42,11,2,410000.0,
1455,42,11,4,401500.0,
1456,42,11,5,,490000.0
1457,42,12,2,290000.0,
1458,42,12,4,320000.0,
1459,42,12,5,188000.0,
1460,43,1,2,210000.0,
1461,43,1,4,250000.0,
1462,43,1,5,2425000.0,
1463,43,2,2,100000.0,
1464,43,2,4,292500.0,
1465,43,2,5,440000.0,
1466,43,3,2,148000.0,
1467,43,3,4,345000.0,
1468,43,3,5,189600.0,
1469,43,4,1,179000.0,
1470,43,4,2,265000.0,
1471,43,4,4,399000.0,
1472,43,4,5,250000.0,
1473,43,5,2,190000.0,
1474,43,5,4,450000.0,
1475,43,5,5,1250000.0,
1476,43,6,2,210000.0,
1477,43,6,4,275000.0,
1478,43,7,2,390000.0,
1479,43,7,4,170000.0,
1480,43,8,4,378000.0,
1481,43,8,5,305000.0,
1482,43,9,4,394000.0,
1483,43,9,5,245000.0,
1484,43,10,4,460000.0,
1485,43,11,2,275000.0,
1486,43,11,4,390000.0,
1487,43,11,5,530000.0,
1488,43,12,2,270000.0,
1489,43,12,4,347000.0,
1490,43,12,5,310000.0,
1491,44,1,2,390000.0,
1492,44,1,4,330000.0,
1493,44,1,5,269900.0,
1494,44,2,2,75000.0,
1495,44,2,4,390000.0,
1496,44,2,5,437000.0,
1497,44,3,2,120000.0,
1498,44,3,4,445000.0,
1499,44,3,5,223000.0,
1500,44,4,1,110000.0,
1501,44,4,2,400000.0,
1502,44,4,4,255000.0,
1503,44,4,5,197000.0,
1504,44,5,4,270000.0,289000.0
1505,44,5,5,120000.0,
1506,44,6,2,205000.0,
1507,44,6,4,345000.0,
1508,44,6,5,205000.0,
1509,44,7,2,560000.0,
1510,44,7,4,357000.0,
1511,44,8,2,216000.0,
1512,44,8,4,200000.0,
1513,44,8,5,265000.0,
1514,44,9,2,280000.0,
1515,44,9,4,265000.0,
1516,44,9,5,290000.0,
1517,44,10,2,109000.0,
1518,44,10,4,555000.0,
1519,44,10,5,225400.0,
1520,44,11,1,107800.0,
1521,44,11,2,475000.0,
1522,44,11,4,500000.0,
1523,44,11,5,225000.0,
1524,44,12,2,130000.0,
1525,44,12,4,352000.0,
1526,45,1,2,210000.0,
1527,45,1,4,315000.0,
1528,45,1,5,215000.0,
1529,45,2,4,199000.0,
1530,45,2,5,150000.0,
1531,45,3,2,165000.0,
1532,45,3,4,285000.0,
1533,45,3,5,179000.0,
1534,45,4,2,275000.0,
1535,45,4,4,465000.0,
1536,45,4,5,365000.0,
1537,45,5,2,220000.0,
1538,45,5,4,340000.0,
1539,45,5,5,179000.0,
1540,45,6,2,170000.0,
1541,45,6,4,387500.0,
1542,45,6,5,230000.0,
1543,45,7,2,459000.0,
1544,45,7,4,355000.0,
1545,45,7,5,1575000.0,
1546,45,8,2,245000.0,
1547,45,8,4,470000.0,
1548,45,8,5,184500.0,
1549,45,9,2,167900.0,
1550,45,9,4,375000.0,
1551,45,9,5,338000.0,
1552,45,10,1,135000.0,
1553,45,10,2,691000.0,
1554,45,10,4,150000.0,515000.0
1555,45,11,2,237000.0,
1556,45,11,4,349000.0,
1557,45,11,5,210000.0,
1558,45,12,2,380000.0,
1559,45,12,4,279000.0,
1560,45,12,5,245000.0,
1561,46,1,2,240000.0,
1562,46,1,4,590000.0,
1563,46,1,5,999000.0,
1564,46,2,2,192500.0,
1565,46,2,4,581000.0,
1566,46,2,5,1155000.0,
1567,46,3,2,115000.0,
1568,46,3,4,324900.0,
1569,46,3,5,210000.0,
1570,46,4,2,130000.0,
1571,46,4,4,289000.0,
1572,46,4,5,425000.0,
1573,46,5,1,87000.0,
1574,46,5,2,355000.0,
1575,46,5,4,197500.0,
1576,46,5,5,87500.0,
1577,46,6,2,150000.0,
1578,46,6,4,750000.0,
1579,46,6,5,745000.0,
1580,46,7,2,220000.0,
1581,46,7,4,1050000.0,
1582,46,7,5,300000.0,
1583,46,8,2,207000.0,
1584,46,8,4,182000.0,295000.0
1585,46,8,5,1060000.0,400000.0
1586,46,9,2,82500.0,
1587,46,9,4,325000.0,
1588,46,9,5,913500.0,
1589,46,10,2,175000.0,
1590,46,10,4,399000.0,
1591,46,10,5,344900.0,
1592,46,11,2,135900.0,
1593,46,11,4,145000.0,
1594,46,12,2,380000.0,
1595,46,12,4,190000.0,
1596,46,12,5,1100000.0,
1597,47,1,2,510000.0,
1598,47,1,4,215000.0,369900.0
1599,47,1,5,400000.0,
1600,47,2,2,130000.0,
1601,47,2,4,265000.0,
1602,47,3,2,447500.0,
1603,47,3,4,400000.0,
1604,47,4,2,625000.0,
1605,47,4,4,395000.0,
1606,47,5,2,401000.0,
1607,47,5,4,375000.0,
1608,47,5,5,725000.0,
1609,47,6,2,425000.0,
1610,47,6,4,232000.0,
1611,47,6,5,2050000.0,
1612,47,7,2,900000.0,
1613,47,7,4,250000.0,
1614,47,7,5,395000.0,
1615,47,8,2,540000.0,
1616,47,8,4,370000.0,
1617,47,9,2,210000.0,
1618,47,9,4,675000.0,
1619,47,9,5,865000.0,710000.0
1620,47,10,2,165500.0,
1621,47,10,4,462000.0,235000.0
1622,47,11,2,160000.0,
1623,47,11,4,260000.0,
1624,47,12,2,710000.0,
1625,47,12,4,400000.0,
1626,47,12,5,480000.0,
1627,48,1,1,86200.0,
1628,48,1,2,120000.0,
1629,48,1,4,385000.0,
1630,48,1,5,550000.0,
1631,48,2,2,485000.0,
1632,48,2,4,530000.0,
1633,48,2,5,204000.0,
1634,48,3,2,140000.0,
1635,48,3,4,415000.0,
1636,48,4,2,182500.0,
1637,48,4,4,290000.0,
1638,48,4,5,495000.0,
1639,48,5,2,378000.0,
1640,48,5,4,400000.0,
1641,48,6,2,243000.0,
1642,48,6,4,300500.0,
1643,48,6,5,,400000.0
1644,48,7,1,149500.0,
1645,48,7,4,415000.0,
1646,48,7,5,1255000.0,
1647,48,8,2,320000.0,
1648,48,8,4,291400.0,
1649,48,8,5,650000.0,
1650,48,9,2,200000.0,
1651,48,9,4,295000.0,
1652,48,9,5,200000.0,300100.0
1653,48,10,2,138800.0,
1654,48,10,4,371000.0,
1655,48,11,2,375000.0,
1656,48,11,4,457500.0,
1657,48,12,2,300000.0,
1658,48,12,4,605000.0,
1659,48,12,5,236000.0,
1660,49,1,4,360000.0,
1661,49,2,2,236500.0,
1662,49,2,4,340000.0,
1663,49,2,5,1450000.0,
1664,49,3,2,140000.0,
1665,49,3,4,294000.0,
1666,49,4,2,229000.0,
1667,49,4,4,880000.0,
1668,49,4,5,227500.0,
1669,49,5,2,223000.0,
1670,49,5,4,340000.0,
1671,49,6,2,510000.0,
1672,49,6,4,544000.0,
1673,49,7,4,355000.0,
1674,49,8,2,543000.0,
1675,49,8,4,580000.0,
1676,49,9,2,525000.0,
1677,49,9,4,490000.0,
1678,49,9,5,400000.0,
1679,49,10,2,275000.0,
1680,49,10,4,345000.0,
1681,49,11,2,485000.0,
1682,49,11,4,465000.0,
1683,49,12,2,169000.0,
1684,49,12,4,800000.0,
1685,50,1,2,470000.0,
1686,50,1,4,335000.0,
1687,50,2,2,175000.0,
1688,50,2,5,950000.0,
1689,50,3,2,170000.0,
1690,50,3,4,475000.0,
1691,50,4,2,560000.0,
1692,50,4,4,375000.0,
1693,50,4,5,1730200.0,
1694,50,5,2,165000.0,
1695,50,5,4,368000.0,
1696,50,5,5,1050000.0,
1697,50,6,2,395000.0,
1698,50,6,4,300100.0,
1699,50,6,5,725000.0,
1700,50,7,2,420000.0,
1701,50,7,4,245000.0,
1702,50,7,5,410000.0,330000.0
1703,50,8,2,352000.0,
1704,50,8,4,649000.0,
1705,50,8,5,590000.0,306000.0
1706,50,9,2,200000.0,
1707,50,9,4,334000.0,
1708,50,9,5,1200000.0,
1709,50,10,4,580000.0,
1710,50,10,5,465000.0,
1711,50,11,2,219000.0,
1712,50,11,4,350000.0,
1713,50,12,4,590000.0,
1714,51,1,2,277500.0,
1715,51,2,2,272000.0,
1716,51,2,4,690000.0,
1717,51,2,5,330000.0,
1718,51,3,2,250000.0,
1719,51,3,4,945000.0,
1720,51,3,5,614300.0,
1721,51,4,2,430000.0,
1722,51,4,4,860000.0,
1723,51,4,5,550000.0,
1724,51,5,2,275000.0,
1725,51,5,4,263000.0,
1726,51,5,5,1077000.0,
1727,51,6,1,235000.0,
1728,51,6,2,125000.0,
1729,51,6,4,305000.0,
1730,51,7,2,163200.0,
1731,51,7,4,832700.0,
1732,51,8,2,455000.0,
1733,51,8,4,426000.0,
1734,51,8,5,508000.0,
1735,51,9,1,130500.0,
1736,51,9,2,80200.0,
1737,51,9,4,505000.0,528500.0
1738,51,10,1,80000.0,
1739,51,10,2,422000.0,
1740,51,10,4,360000.0,
1741,51,11,1,156500.0,
1742,51,11,2,260000.0,
1743,51,11,4,280000.0,
1744,51,11,5,425000.0,
1745,51,12,2,173000.0,
1746,51,12,4,255000.0,
1747,52,1,4,349000.0,
1748,52,2,2,775000.0,
1749,52,2,4,280000.0,
1750,52,3,2,435000.0,
1751,52,3,4,244000.0,
1752,52,3,5,127000.0,
1753,52,4,1,80000.0,
1754,52,4,4,333800.0,255000.0
1755,52,4,5,283500.0,
1756,52,5,1,110000.0,
1757,52,5,2,1080000.0,
1758,52,5,4,225000.0,
1759,52,6,2,100000.0,
1760,52,6,4,405000.0,
1761,52,6,5,280000.0,
1762,52,7,2,221000.0,
1763,52,7,4,349000.0,
1764,52,7,5,358000.0,
1765,52,8,2,574900.0,
1766,52,8,4,1340000.0,
1767,52,9,1,169000.0,
1768,52,9,4,1000000.0,
1769,52,10,2,602000.0,
1770,52,10,4,315000.0,
1771,52,10,5,575000.0,
1772,52,11,2,510000.0,
1773,52,11,4,350000.0,
1774,52,11,5,2300000.0,
1775,52,12,2,126000.0,
1776,52,12,4,350000.0,130000.0
1777,52,12,5,975000.0,
1778,53,1,2,250000.0,
1779,53,1,4,379900.0,
1780,53,2,2,250000.0,
1781,53,2,4,310000.0,
1782,53,3,2,420000.0,
1783,53,3,4,313000.0,
1784,53,4,2,1000000.0,
1785,53,4,4,402000.0,
1786,53,4,5,165000.0,
1787,53,5,2,550000.0,
1788,53,5,4,260000.0,
1789,53,5,5,270000.0,
1790,53,6,4,460000.0,294000.0
1791,53,6,5,152000.0,
1792,53,7,4,480000.0,
1793,53,8,2,340000.0,
1794,53,8,4,360000.0,
1795,53,9,4,480000.0,
1796,53,9,5,655600.0,
1797,53,10,2,280000.0,
1798,53,10,4,320000.0,
1799,53,11,2,85000.0,
1800,53,11,4,163000.0,
1801,53,11,5,290000.0,
1802,53,12,2,220000.0,
1803,53,12,4,170000.0,249500.0
1804,54,1,2,186000.0,
1805,54,1,4,606000.0,
1806,54,1,5,705000.0,
1807,54,2,4,305000.0,
1808,54,3,2,150100.0,
1809,54,3,4,240000.0,
1810,54,3,5,199000.0,
1811,54,4,4,310000.0,
1812,54,4,5,210000.0,
1813,54,5,4,485000.0,
1814,54,6,2,165000.0,
1815,54,6,4,197000.0,255000.0
1816,54,7,2,140000.0,
1817,54,7,4,235000.0,
1818,54,7,5,714500.0,
1819,54,8,2,235000.0,
1820,54,8,4,225000.0,
1821,54,8,5,760000.0,
1822,54,9,4,397000.0,
1823,54,10,2,254000.0,
1824,54,10,4,730000.0,
1825,54,11,2,105000.0,
1826,54,11,4,275000.0,
1827,54,11,5,703300.0,
1828,54,12,4,220000.0,
1829,55,1,2,367500.0,
1830,55,1,4,180000.0,
1831,55,1,5,1265000.0,
1832,55,2,2,199900.0,
1833,55,2,4,327000.0,448875.0
1834,55,2,5,1265000.0,
1835,55,3,2,760000.0,
1836,55,3,4,150000.0,
1837,55,3,5,560000.0,
1838,55,4,2,250000.0,
1839,55,4,4,280000.0,
1840,55,4,5,277000.0,
1841,55,5,2,470000.0,
1842,55,5,4,595000.0,
1843,55,6,4,233000.0,
1844,55,6,5,765000.0,
1845,55,7,2,340000.0,
1846,55,7,4,375000.0,
1847,55,7,5,195000.0,
1848,55,8,2,90000.0,
1849,55,8,4,290000.0,
1850,55,9,2,215000.0,
1851,55,9,4,275000.0,
1852,55,10,2,450000.0,
1853,55,10,4,245000.0,
1854,55,11,2,220000.0,
1855,55,11,4,202500.0,
1856,55,12,2,85000.0,
1857,55,12,4,290000.0,
1858,56,1,1,154500.0,
1859,56,1,4,147000.0,105000.0
1860,56,1,5,420000.0,
1861,56,2,2,200000.0,
1862,56,2,4,400000.0,
1863,56,2,5,360000.0,
1864,56,3,1,75000.0,
1865,56,3,2,249000.0,
1866,56,3,4,310000.0,
1867,56,3,5,950000.0,
1868,56,4,2,155000.0,
1869,56,4,4,235000.0,
1870,56,5,2,585000.0,
1871,56,5,4,359900.0,354400.0
1872,56,6,2,120000.0,
1873,56,6,4,357000.0,
1874,56,6,5,641000.0,
1875,56,7,2,150000.0,
1876,56,7,4,485000.0,
1877,56,7,5,880000.0,
1878,56,8,2,170000.0,
1879,56,8,4,350000.0,
1880,56,8,5,247000.0,300000.0
1881,56,9,2,270000.0,
1882,56,9,4,357000.0,
1883,56,9,5,550000.0,
1884,56,10,2,210000.0,
1885,56,10,4,750000.0,
1886,56,10,5,228000.0,
1887,56,11,2,153900.0,
1888,56,11,4,188000.0,
